,SIDM00680,SIDM00571,SIDM00301,SIDM01062,SIDM00943,SIDM00870,SIDM01037,SIDM01188,SIDM01002,SIDM00833,SIDM00562,SIDM00534,SIDM00789,SIDM00371,SIDM00633,SIDM00928,SIDM00630,SIDM00776,SIDM00670,SIDM00217,SIDM01186,SIDM00950,SIDM00879,SIDM00488,SIDM00136,SIDM00934,SIDM00193,SIDM01138,SIDM00834,SIDM00469,SIDM00839,SIDM00359,SIDM00537,SIDM00214,SIDM00841,SIDM00531,SIDM00148,SIDM00954,SIDM01135,SIDM01165,SIDM00541,SIDM00216,SIDM00772,SIDM00629,SIDM00874,SIDM00826,SIDM00487,SIDM00812,SIDM00957,SIDM01233,SIDM00272,SIDM00241,SIDM00881,SIDM01137,SIDM00533,SIDM00782,SIDM00971,SIDM00940,SIDM00097,SIDM00777,SIDM00582,SIDM00146,SIDM00835,SIDM00664,SIDM00673,SIDM00898,SIDM00529,SIDM00132,SIDM00933,SIDM00130,SIDM01042,SIDM00282,SIDM00885,SIDM01197,SIDM00122,SIDM01096,SIDM00628,SIDM00053,SIDM00944,SIDM00527,SIDM00049,SIDM00832,SIDM00631,SIDM00135,SIDM00882,SIDM00872,SIDM00583,SIDM01187,SIDM00774,SIDM00781,SIDM00842,SIDM00505,SIDM00884,SIDM00042,SIDM00677,SIDM00893,SIDM00899,SIDM00411,SIDM00837,SIDM00875,SIDM00118,SIDM00681,SIDM00866,SIDM00498,SIDM00963,SIDM00877,SIDM01056,SIDM00892,SIDM00150,SIDM00660,SIDM00778,SIDM01139,SIDM00528,SIDM01090,SIDM00455,SIDM00779,SIDM00783,SIDM00675,SIDM00878,SIDM01001,SIDM00938,SIDM01136,SIDM00332,SIDM00453,SIDM00920
SIDM01138,0.9291551,0.9286129,0.92737424,0.9410419,0.9402489,0.92798686,0.9377786,0.90710855,0.93990666,0.91128224,0.9301667,0.9412425,0.93752885,0.9303376,0.92596924,0.9577737,0.9213519,0.9432751,0.932079,0.92724013,0.92415774,0.9261499,0.89373314,0.92246175,0.93537927,0.93448204,0.9463456,1.0,0.92352057,0.9267031,0.9287326,0.9357925,0.9311354,0.9367901,0.91986644,0.9538093,0.9188602,0.9024416,0.9422386,0.94156075,0.93080646,0.93647367,0.94164014,0.91870207,0.9255164,0.92218685,0.94096345,0.9331617,0.9244264,0.9054895,0.9343888,0.9214918,0.9044618,0.9569406,0.94562405,0.95134634,0.9396412,0.9186482,0.9210301,0.9384038,0.9352196,0.9382597,0.9249732,0.91804326,0.9283111,0.9218264,0.88393354,0.9396048,0.90037465,0.93859094,0.9213857,0.9338395,0.9072165,0.9210544,0.91284174,0.94003475,0.93029696,0.9093553,0.9271668,0.90167254,0.9334003,0.9450469,0.90883714,0.90662324,0.912413,0.92261547,0.91179556,0.9177558,0.9252516,0.9005388,0.8912529,0.9320584,0.91416186,0.9212724,0.93699974,0.91874444,0.9316206,0.9209494,0.9259303,0.92133397,0.93227416,0.9191764,0.91559106,0.93802524,0.93110937,0.89878106,0.9248179,0.9280934,0.9144477,0.93591064,0.92930657,0.9538676,0.9349524,0.9307427,0.94261557,0.8888246,0.93443215,0.89307654,0.91619474,0.8813345,0.9327808,0.94477475,0.90528876,0.9326552,0.92964596
SIDM00834,0.9189729,0.9079415,0.9068661,0.9138371,0.9149264,0.9078182,0.9124768,0.8904612,0.9155745,0.9059706,0.91374713,0.9240268,0.9195733,0.91688275,0.906467,0.92190707,0.9026893,0.9148914,0.9109592,0.9101143,0.9061903,0.90474105,0.8820775,0.90400934,0.92087555,0.91266006,0.92756677,0.92352057,1.0,0.9061739,0.9116782,0.9159451,0.9206661,0.9168903,0.90764505,0.92263436,0.9017932,0.89323974,0.9157351,0.9136686,0.9197748,0.9187755,0.9172575,0.89953226,0.9050049,0.9107637,0.92398375,0.91227037,0.906985,0.8956184,0.9128294,0.9097413,0.89058584,0.9225497,0.9164807,0.92530197,0.918356,0.8989995,0.90417457,0.9206826,0.912082,0.91202456,0.9166143,0.89798695,0.9074942,0.9030958,0.87131083,0.9124463,0.8876174,0.9126977,0.9103075,0.91551286,0.8929668,0.91473955,0.89462733,0.91796607,0.9080414,0.9018541,0.9080947,0.8871714,0.9207201,0.9286073,0.89782053,0.8888551,0.89843935,0.9033842,0.89944524,0.9066987,0.90624136,0.8911678,0.8824268,0.9095866,0.89678895,0.91039777,0.92192304,0.9000721,0.91293746,0.9065536,0.91186416,0.902838,0.9204016,0.9068409,0.89774346,0.91837937,0.91106087,0.8865366,0.90616494,0.909027,0.90242845,0.917897,0.9077125,0.9214553,0.91662335,0.91295004,0.9155298,0.8778708,0.91488075,0.8788762,0.8985137,0.87059385,0.9122981,0.91661817,0.89614767,0.9104516,0.9095947
SIDM00469,0.9134608,0.9133221,0.9127826,0.91511697,0.9185916,0.90928113,0.9165631,0.8943409,0.9174335,0.8989572,0.91220397,0.9190483,0.91855526,0.9150908,0.9079636,0.923625,0.9036605,0.9172272,0.9124712,0.91267973,0.9067811,0.912762,0.88439363,0.90657973,0.9170432,0.9169405,0.92276794,0.9267031,0.9061739,1.0,0.91286457,0.9154165,0.9139235,0.9165733,0.90990734,0.9257256,0.9046261,0.8920153,0.92093784,0.92133474,0.9121544,0.916996,0.91891813,0.9069105,0.9093174,0.90783304,0.9191682,0.9138587,0.909134,0.89332145,0.9161566,0.9060386,0.89264864,0.9256675,0.9211185,0.9242098,0.91726387,0.9054035,0.9056282,0.91591203,0.91615736,0.9203834,0.90779227,0.90582097,0.9108332,0.9058197,0.8770681,0.91791755,0.8915269,0.9178141,0.9049604,0.9153954,0.8942425,0.9060173,0.89930075,0.91850436,0.9124548,0.8971152,0.9113241,0.8911895,0.9143244,0.92192817,0.89450437,0.8943561,0.8997464,0.90795916,0.9015288,0.9021948,0.90873843,0.89170074,0.8837874,0.91562647,0.9018577,0.9095796,0.9157136,0.90335155,0.91448444,0.907502,0.91020656,0.90525883,0.91565585,0.9049226,0.9024565,0.91751564,0.91214067,0.8894966,0.908844,0.9101969,0.9035356,0.91729385,0.9116408,0.92390937,0.9145781,0.9158556,0.9206687,0.8802407,0.9163935,0.88367444,0.9019896,0.8728056,0.91448516,0.9230498,0.893978,0.91770506,0.9115162
SIDM00839,0.9202303,0.91423523,0.9149777,0.91817063,0.9215271,0.91307557,0.91734564,0.89511174,0.9214574,0.9032948,0.91542983,0.9250999,0.92391783,0.91588,0.9112867,0.92567986,0.9076838,0.92025495,0.9171309,0.9183858,0.91144305,0.91151047,0.88891345,0.90809685,0.91987795,0.92004514,0.9281158,0.9287326,0.9116782,0.91286457,1.0,0.9193877,0.92024165,0.9216144,0.9100077,0.92832375,0.9083931,0.89521974,0.9240871,0.9223564,0.9165558,0.92339784,0.92223245,0.9068624,0.91233325,0.91017944,0.9244583,0.91779554,0.9151684,0.8962335,0.91996837,0.90985286,0.89631927,0.9276179,0.922748,0.93203086,0.9200318,0.9056032,0.91038454,0.9226733,0.91859037,0.9192999,0.91208106,0.90494245,0.91480654,0.90923876,0.8784302,0.9178448,0.896607,0.91874135,0.9092431,0.92138493,0.8962095,0.9104804,0.90101475,0.925025,0.91477895,0.89874357,0.91670895,0.89048105,0.9182641,0.9274362,0.89798737,0.89436847,0.90361744,0.9106568,0.90110034,0.9051656,0.911754,0.8956961,0.88519984,0.91695917,0.9045398,0.90846586,0.92128426,0.9070866,0.918423,0.9075386,0.91425705,0.9067665,0.9209716,0.91029406,0.9069453,0.9208927,0.9163792,0.89472073,0.9118818,0.91435516,0.911232,0.92569846,0.9155548,0.9265143,0.91825575,0.91674507,0.9230536,0.88266546,0.91918087,0.8865864,0.90556663,0.8750332,0.91829765,0.9235097,0.8963588,0.9195957,0.9169555
SIDM00359,0.9211572,0.91913784,0.91614366,0.9252585,0.9274277,0.91646093,0.92217493,0.901423,0.925584,0.90702957,0.91708344,0.92855936,0.92600346,0.91955227,0.9150861,0.9337088,0.9112266,0.9275816,0.9211925,0.91733,0.9139592,0.91391516,0.8885546,0.91125935,0.9245206,0.9229359,0.93075764,0.9357925,0.9159451,0.9154165,0.9193877,1.0,0.92172116,0.9236934,0.9141179,0.9341008,0.910013,0.89491147,0.9277895,0.924768,0.9224519,0.9234113,0.9263322,0.90810704,0.9147934,0.91597354,0.9278541,0.92486995,0.9172494,0.89842373,0.92153335,0.9112633,0.8975295,0.9363948,0.9275978,0.9358097,0.9248299,0.9062983,0.91181904,0.92954254,0.92291117,0.921673,0.91844255,0.907302,0.9170455,0.91148025,0.87825906,0.92226446,0.89448553,0.92481035,0.9122179,0.9214942,0.89781994,0.9156329,0.9021876,0.9271689,0.91758776,0.90216637,0.919025,0.8936939,0.92368776,0.9313274,0.9003989,0.89660996,0.9048425,0.91239315,0.9019644,0.90852934,0.914527,0.8951945,0.8861173,0.91821796,0.9055382,0.9122487,0.92659074,0.90869623,0.92378426,0.91015637,0.9185363,0.90993273,0.9236902,0.9162715,0.90764767,0.9247547,0.91898334,0.89329886,0.9144018,0.9176908,0.9097858,0.9259609,0.9196762,0.9346556,0.920673,0.918593,0.92609185,0.883379,0.92341346,0.88639545,0.9066002,0.87628734,0.91938484,0.928322,0.8982643,0.91901755,0.918111
SIDM00537,0.9353454,0.9168173,0.91591704,0.92134225,0.9234059,0.9159306,0.921347,0.89757025,0.92400986,0.91084754,0.92307854,0.9338736,0.9358095,0.9220932,0.91414607,0.9298114,0.9093638,0.92165965,0.9172874,0.9192811,0.9131451,0.91200995,0.8898519,0.91694516,0.9307268,0.92114705,0.934616,0.9311354,0.9206661,0.9139235,0.92024165,0.92172116,1.0,0.93130577,0.91959655,0.93104434,0.90907824,0.90249795,0.92443246,0.9224468,0.9299781,0.933133,0.92536855,0.9083078,0.91324115,0.9206656,0.9397031,0.91868335,0.91624373,0.90375596,0.92188346,0.9196306,0.89737403,0.9314416,0.9245654,0.9326805,0.929388,0.90730274,0.9117159,0.92717457,0.9209105,0.9207459,0.9186222,0.9056686,0.91638285,0.91109973,0.8789556,0.9204175,0.8964779,0.9205335,0.9190329,0.9255782,0.9044391,0.92215616,0.9019156,0.92492604,0.91778684,0.9080927,0.91582537,0.8954028,0.9311053,0.94047797,0.905988,0.8957408,0.9050545,0.9123258,0.9066904,0.9122446,0.914402,0.90510625,0.8920881,0.91823566,0.9049342,0.9174283,0.9316631,0.9079345,0.91907,0.91333395,0.92449003,0.9135235,0.933373,0.9111436,0.9070422,0.9271493,0.9196024,0.8933644,0.91396546,0.9174202,0.90833116,0.9263297,0.9158701,0.9290822,0.9248244,0.92505157,0.92409134,0.8830927,0.929981,0.8870865,0.9063158,0.87657106,0.9229596,0.92512935,0.9051501,0.9198717,0.9190691
SIDM00214,0.9304488,0.9187987,0.91861147,0.92470884,0.92736524,0.9189,0.92465746,0.8986493,0.9283323,0.9092712,0.9258034,0.9357984,0.93518054,0.92253065,0.9167938,0.93548465,0.91212714,0.92657804,0.91953117,0.92290974,0.9151282,0.9144527,0.89069676,0.91818726,0.93077165,0.9235965,0.9388444,0.9367901,0.9168903,0.9165733,0.9216144,0.9236934,0.93130577,1.0,0.9181758,0.9359113,0.9118369,0.90223193,0.9283819,0.92722154,0.92793286,0.9345327,0.92947686,0.91077924,0.91603994,0.92206234,0.93744284,0.9229397,0.91748965,0.90298265,0.92586106,0.9193807,0.89860815,0.93733925,0.9294855,0.93538696,0.93242806,0.9099486,0.9130179,0.9264435,0.92394066,0.92455584,0.9187498,0.90955627,0.9203652,0.91365266,0.8794821,0.9253483,0.8968667,0.92432994,0.9184383,0.9274059,0.90499157,0.92028147,0.9051916,0.9304014,0.92107964,0.9070316,0.91971844,0.8973456,0.92942286,0.93881065,0.90681833,0.8976983,0.90662444,0.9155509,0.9083733,0.9125607,0.9166961,0.90425074,0.8910253,0.92230684,0.90734184,0.91611457,0.93527514,0.9106943,0.9212446,0.9155754,0.92338157,0.91520333,0.9327091,0.9122114,0.90843576,0.9308041,0.9228193,0.8941083,0.9161137,0.91952163,0.9092811,0.9276928,0.91967547,0.93320125,0.9276163,0.92596877,0.92872775,0.8845742,0.9294361,0.8876141,0.9085401,0.87774485,0.92603636,0.92951995,0.9038379,0.92276144,0.92188966
SIDM00841,0.92085326,0.9093808,0.9097441,0.91026336,0.91444284,0.9063402,0.9121025,0.8916872,0.91328394,0.90405715,0.91255605,0.9210975,0.9239286,0.9132337,0.90328825,0.917151,0.9004791,0.91216743,0.90697956,0.90945846,0.90308714,0.90600437,0.8834911,0.91098404,0.92120403,0.912217,0.9219404,0.91986644,0.90764505,0.90990734,0.9100077,0.9141179,0.91959655,0.9181758,1.0,0.9194751,0.90114474,0.8957419,0.91674954,0.9148193,0.91822463,0.9196096,0.9133731,0.9022362,0.9058036,0.9158448,0.9219247,0.9130487,0.9076893,0.89679664,0.9118577,0.90885717,0.8906149,0.9198999,0.9147513,0.919934,0.9166296,0.90170985,0.90283084,0.91353595,0.91133916,0.9129049,0.9088241,0.9000752,0.9067866,0.90263796,0.87471753,0.911353,0.8898703,0.91132915,0.90858084,0.91283345,0.8964568,0.9110122,0.8956662,0.9144893,0.90875024,0.9015128,0.9095641,0.8924483,0.9188769,0.9259799,0.89695454,0.889345,0.8957618,0.90402967,0.9019386,0.902196,0.9049324,0.8981327,0.88895917,0.9109516,0.89942276,0.911548,0.9197572,0.900794,0.9095184,0.9068137,0.915565,0.90624046,0.9237552,0.90507054,0.9002676,0.9170825,0.90959835,0.88661736,0.90509945,0.90724355,0.9013115,0.91667646,0.9095014,0.9175301,0.91409373,0.91808546,0.9153677,0.8797926,0.9214629,0.8820791,0.89862055,0.87415254,0.91164464,0.91643435,0.8968841,0.91333187,0.90919
SIDM00531,0.9299657,0.92827004,0.92631656,0.937754,0.93900555,0.92737156,0.9362091,0.90623677,0.9377099,0.91139257,0.9289192,0.9403004,0.9374902,0.9300718,0.9262939,0.9527052,0.9207195,0.93887293,0.9307358,0.9274044,0.9239035,0.92530745,0.89472955,0.922306,0.93565536,0.9344243,0.9447498,0.9538093,0.92263436,0.9257256,0.92832375,0.9341008,0.93104434,0.9359113,0.9194751,1.0,0.919087,0.9024042,0.94072723,0.93829095,0.9299851,0.9363557,0.93968695,0.91731787,0.9254595,0.9231412,0.9397292,0.93113756,0.9249111,0.9058587,0.93426096,0.9214451,0.90443826,0.95276356,0.94205666,0.94811344,0.93791133,0.91737723,0.9215503,0.9368782,0.9360978,0.93588686,0.92508894,0.916974,0.9292823,0.92149025,0.88356245,0.9383999,0.90058637,0.93623453,0.9214225,0.93315625,0.9059795,0.9222846,0.9117374,0.9385679,0.92971164,0.9104429,0.9264601,0.90072626,0.9331529,0.94424284,0.90912855,0.9047985,0.91374946,0.92307603,0.91137826,0.91753185,0.9236457,0.90170926,0.89108264,0.93003494,0.91320187,0.92022914,0.93588895,0.91857827,0.9315537,0.92145276,0.9247922,0.92110956,0.93279827,0.91847146,0.9144528,0.9365917,0.93057406,0.8989724,0.92407084,0.9273299,0.9157593,0.9351138,0.928837,0.94800234,0.9345544,0.9294093,0.94076455,0.88860285,0.9328924,0.8933931,0.9148125,0.8806834,0.9319838,0.9435917,0.90513,0.93203187,0.9284945
SIDM00148,0.9084101,0.90646183,0.90721875,0.9106646,0.9130599,0.910551,0.9106125,0.8892333,0.9162159,0.8955085,0.90896976,0.9127187,0.91387147,0.9063892,0.90687793,0.9174834,0.9024888,0.91154265,0.9069183,0.9064354,0.90755093,0.90347564,0.8893543,0.9007666,0.91065127,0.91070586,0.91677403,0.9188602,0.9017932,0.9046261,0.9083931,0.910013,0.90907824,0.9118369,0.90114474,0.919087,1.0,0.8889893,0.9153143,0.9133401,0.90726775,0.91119057,0.9182153,0.8995628,0.9061445,0.90269905,0.91423947,0.90914506,0.9069566,0.889493,0.91518676,0.9051749,0.8973897,0.9187242,0.91427505,0.9188484,0.9145213,0.8989341,0.90895754,0.9119307,0.91007763,0.9109046,0.90215003,0.8976134,0.9079756,0.9046752,0.8749209,0.90972084,0.88816756,0.910129,0.90394366,0.9101843,0.8902709,0.90198314,0.8945826,0.91349363,0.90825063,0.8931566,0.90577006,0.88510025,0.9091617,0.9161503,0.8967893,0.8881842,0.90198374,0.9051265,0.8950532,0.9011698,0.9053387,0.8877829,0.87863934,0.90907407,0.89858246,0.9007483,0.9102404,0.9018368,0.9073115,0.90076977,0.90412736,0.8995502,0.9106001,0.8995637,0.8993504,0.91046953,0.9126335,0.8879446,0.90815616,0.91272306,0.9000352,0.9128127,0.90667695,0.9170947,0.9159576,0.9068389,0.91368747,0.8772757,0.90969694,0.88259774,0.8987199,0.86988753,0.9119268,0.9145964,0.89241534,0.9109318,0.91261744
SIDM00954,0.90171444,0.8925695,0.8946438,0.89586294,0.89753443,0.89470315,0.8971145,0.87826025,0.8997126,0.8892803,0.90258354,0.9019548,0.9050989,0.89715666,0.8916482,0.9014346,0.8877686,0.8963596,0.8931664,0.89500594,0.89093906,0.89031196,0.8745721,0.8963411,0.90067035,0.89616805,0.90500206,0.9024416,0.89323974,0.8920153,0.89521974,0.89491147,0.90249795,0.90223193,0.8957419,0.9024042,0.8889893,1.0,0.8997729,0.898422,0.89851975,0.9035344,0.8997008,0.8897788,0.892852,0.89377946,0.9036031,0.8945303,0.89293814,0.8825863,0.8991102,0.9005809,0.88128686,0.9024616,0.89936835,0.9020432,0.90233415,0.8882775,0.89035743,0.89616996,0.89626867,0.89765537,0.89275205,0.88604945,0.8956068,0.89048374,0.8671445,0.895303,0.8806929,0.89537716,0.8971187,0.89704406,0.88872343,0.8935394,0.8856373,0.897853,0.8972143,0.8883903,0.8926396,0.8799568,0.8993849,0.9059267,0.8882365,0.8791473,0.88590413,0.8921986,0.8912338,0.89236623,0.89947647,0.8853987,0.877833,0.89585894,0.88809437,0.8967296,0.9002199,0.8887827,0.8929068,0.89253044,0.8972898,0.8910716,0.90359545,0.8860012,0.8896494,0.9023245,0.89693946,0.8831289,0.8925544,0.8959069,0.88647914,0.8987942,0.89259607,0.9009833,0.901991,0.9000904,0.89847493,0.86781013,0.9018469,0.87449974,0.89177996,0.8630546,0.9009126,0.89923245,0.88655996,0.89841026,0.89788586
SIDM01135,0.92405236,0.92548,0.9234146,0.9277457,0.9343767,0.9226609,0.928626,0.90234375,0.93131423,0.9095873,0.9221137,0.9316229,0.9318978,0.9227658,0.91917855,0.93722343,0.9145742,0.93121994,0.92440784,0.9217545,0.9184015,0.91968244,0.893249,0.9183912,0.92823005,0.9288723,0.93632185,0.9422386,0.9157351,0.92093784,0.9240871,0.9277895,0.92443246,0.9283819,0.91674954,0.94072723,0.9153143,0.8997729,1.0,0.9333403,0.9230027,0.9284583,0.9308755,0.9138246,0.9234968,0.91750836,0.93206495,0.92636645,0.9226357,0.9016712,0.92877805,0.9169388,0.90241736,0.9413589,0.93488,0.93952966,0.92915213,0.9139322,0.9178046,0.928841,0.9282317,0.93092525,0.91875315,0.9127496,0.9234396,0.9163619,0.8823589,0.92855346,0.89927185,0.9290256,0.9161285,0.9268524,0.90237,0.9157279,0.9073163,0.93059844,0.9242923,0.9069772,0.92260313,0.8969012,0.925369,0.93520296,0.90433395,0.90009207,0.90965784,0.9193692,0.9091378,0.91202563,0.91886747,0.89905393,0.88848174,0.9256692,0.9115131,0.91631645,0.9276207,0.9154336,0.9248308,0.9163919,0.9200687,0.91443694,0.9282798,0.915386,0.9134076,0.92952454,0.92490506,0.898707,0.919007,0.9225632,0.9130084,0.9299421,0.92721176,0.93983215,0.92712706,0.92452097,0.93574995,0.88583416,0.9267276,0.89243764,0.91161436,0.8782923,0.9259511,0.93666923,0.90165824,0.9302491,0.92495227
SIDM01165,0.9220921,0.92174923,0.92169946,0.9272799,0.93046606,0.9193911,0.9274026,0.9004733,0.9292138,0.90604204,0.9211645,0.9296665,0.9285504,0.9219646,0.9169894,0.9371415,0.9126741,0.93002206,0.92192525,0.92083645,0.9159321,0.9202369,0.8913042,0.9157739,0.92535144,0.9256517,0.9341911,0.94156075,0.9136686,0.92133474,0.9223564,0.924768,0.9224468,0.92722154,0.9148193,0.93829095,0.9133401,0.898422,0.9333403,1.0,0.92112726,0.9272052,0.9297133,0.91329086,0.9201103,0.9149412,0.92997926,0.9246017,0.91869324,0.9001168,0.92654127,0.9147011,0.9001434,0.94047934,0.9324821,0.93615294,0.9279735,0.9146221,0.9147691,0.92614657,0.926847,0.93241674,0.91581506,0.9150374,0.92060095,0.9144969,0.883515,0.9285792,0.89858395,0.9277014,0.913742,0.92483896,0.9006566,0.91366386,0.9084946,0.9289101,0.9228019,0.9038174,0.92032295,0.8985851,0.9239052,0.93327993,0.9030521,0.9020417,0.9071039,0.9165342,0.9085713,0.9100921,0.9166143,0.89696604,0.8873338,0.9267836,0.9109541,0.91461444,0.9262303,0.912528,0.9228038,0.915017,0.9183609,0.91375357,0.9247591,0.9118583,0.9112768,0.92762715,0.9230436,0.896389,0.9171525,0.9197836,0.91055185,0.9267516,0.92236435,0.93688464,0.92571086,0.9235525,0.9352862,0.8852603,0.92522275,0.8910835,0.91037613,0.87759554,0.9240284,0.9336288,0.8998713,0.92888147,0.9220156
SIDM00541,0.92947835,0.91448563,0.91343814,0.9200845,0.92191994,0.9137369,0.9194359,0.8962916,0.92319494,0.9074499,0.91979265,0.9321278,0.93117297,0.9196944,0.9126483,0.92960453,0.9083725,0.92189926,0.915821,0.9158958,0.91103125,0.91040194,0.88678765,0.9140407,0.92997175,0.9190491,0.9320452,0.93080646,0.9197748,0.9121544,0.9165558,0.9224519,0.9299781,0.92793286,0.91822463,0.9299851,0.90726775,0.89851975,0.9230027,0.92112726,1.0,0.928416,0.92366153,0.9059483,0.9107586,0.9210121,0.93418425,0.92027026,0.9141312,0.9026008,0.9195452,0.91471493,0.8953314,0.93098515,0.9233491,0.9324028,0.9268812,0.9045702,0.9088323,0.9267976,0.918305,0.9189935,0.9201743,0.9041999,0.91443187,0.9093777,0.87623066,0.92004436,0.8928637,0.91884536,0.91536343,0.92202455,0.9005898,0.9239202,0.9001036,0.92490685,0.91536295,0.90494335,0.91547126,0.8936509,0.93285537,0.9397981,0.9024907,0.89395607,0.9030027,0.9100606,0.90361404,0.90899867,0.9116916,0.899954,0.88929933,0.9163106,0.9027097,0.91442746,0.93335223,0.9066112,0.91851676,0.91062516,0.920364,0.91087514,0.9298503,0.9153601,0.9041362,0.92492664,0.9180425,0.89082265,0.91230893,0.9149234,0.905595,0.9238059,0.9152217,0.92839,0.92197615,0.9209248,0.9229728,0.8822409,0.9241073,0.88487095,0.90389097,0.8760593,0.91968495,0.92388314,0.9008653,0.9166995,0.91632533
SIDM00216,0.9327945,0.9190405,0.91923046,0.9243945,0.9263418,0.91906434,0.92492765,0.8983381,0.92804146,0.9084328,0.92580575,0.93640566,0.9352481,0.9240013,0.91624635,0.9351363,0.9117035,0.9256154,0.9197717,0.9223057,0.91511583,0.91470027,0.8911264,0.9186601,0.93308926,0.9242522,0.93898946,0.93647367,0.9187755,0.916996,0.92339784,0.9234113,0.933133,0.9345327,0.9196096,0.9363557,0.91119057,0.9035344,0.9284583,0.9272052,0.928416,1.0,0.9293533,0.91130364,0.9152516,0.9208629,0.9380027,0.92192453,0.9172632,0.9037777,0.925879,0.9201869,0.8988568,0.9367007,0.9289831,0.9357666,0.9321778,0.91097975,0.91317123,0.9275863,0.9243697,0.92526954,0.9190062,0.908574,0.9195761,0.91370124,0.8800701,0.9245667,0.8978935,0.923767,0.9202772,0.9272314,0.9052079,0.92229253,0.9051808,0.92849755,0.9206116,0.9062817,0.91840065,0.89752555,0.93010473,0.94126004,0.90703845,0.898422,0.9067934,0.91520846,0.9088141,0.9125629,0.91645974,0.906435,0.8932683,0.9220619,0.90757203,0.9167816,0.93187886,0.91052413,0.92152786,0.9143092,0.92416245,0.91555107,0.9343784,0.9112882,0.90822524,0.9297433,0.9233612,0.8942361,0.9162978,0.91932327,0.91069955,0.9287625,0.91875696,0.932844,0.92785436,0.92682445,0.9282668,0.8862049,0.9304959,0.88797647,0.9084253,0.8775029,0.92616355,0.9290163,0.9046498,0.9240226,0.9220064
SIDM00772,0.9233603,0.9198097,0.920127,0.92854047,0.9277606,0.926371,0.9280413,0.89981025,0.9346938,0.9057518,0.9257978,0.93112254,0.9299645,0.9216667,0.92425984,0.94084716,0.91747874,0.9299084,0.92271525,0.9212613,0.92188215,0.9170526,0.8941829,0.91347426,0.92759913,0.92497444,0.93672746,0.94164014,0.9172575,0.91891813,0.92223245,0.9263322,0.92536855,0.92947686,0.9133731,0.93968695,0.9182153,0.8997008,0.9308755,0.9297133,0.92366153,0.9293533,1.0,0.91224945,0.91733444,0.91641515,0.9322344,0.92493594,0.9186675,0.9003917,0.9333614,0.91926414,0.90311533,0.94055986,0.93222725,0.9391214,0.9360153,0.9106626,0.9189047,0.9292757,0.9251037,0.9267146,0.9173398,0.9100075,0.921659,0.9190669,0.88062096,0.92751586,0.8963165,0.92619914,0.9191023,0.92650354,0.90230495,0.91585916,0.906213,0.9314433,0.92343044,0.9029343,0.9196178,0.8961588,0.9254996,0.93537045,0.9061766,0.8997764,0.9136758,0.9177617,0.90591604,0.9158009,0.9206178,0.8976743,0.8878568,0.9240344,0.90840733,0.91325694,0.92886055,0.9129693,0.9229691,0.91280985,0.91949743,0.91320485,0.92570966,0.9129875,0.9096613,0.9288422,0.92814976,0.89670205,0.9212894,0.9263695,0.90987265,0.9283718,0.9201091,0.9383437,0.9318809,0.92317647,0.93051624,0.8853363,0.9260668,0.8888395,0.910828,0.87858754,0.9294339,0.93191665,0.90383244,0.9240685,0.9271625
SIDM00629,0.9070147,0.90660685,0.9087089,0.91034186,0.9118,0.90490067,0.9121284,0.889964,0.9118685,0.894569,0.90658826,0.9125572,0.91299456,0.9070075,0.9034717,0.91767895,0.8989801,0.9119529,0.9050781,0.90625566,0.9026893,0.9042573,0.88098305,0.90262765,0.9094024,0.90973425,0.9163782,0.91870207,0.89953226,0.9069105,0.9068624,0.90810704,0.9083078,0.91077924,0.9022362,0.91731787,0.8995628,0.8897788,0.9138246,0.91329086,0.9059483,0.91130364,0.91224945,1.0,0.9050253,0.9018385,0.9132279,0.90767306,0.9031586,0.8888826,0.90992,0.90273774,0.88916487,0.91851306,0.9143245,0.9172626,0.9112328,0.9010846,0.9010164,0.90909857,0.9093342,0.9137227,0.90158564,0.89946836,0.9063585,0.9014215,0.8770167,0.91089743,0.8881637,0.90922034,0.9001187,0.9096315,0.89274114,0.9002977,0.89930856,0.910663,0.90820026,0.8917075,0.90503925,0.8917675,0.9075048,0.9150655,0.890894,0.892588,0.8943844,0.9033458,0.89731663,0.8978962,0.90366983,0.88793474,0.879996,0.90939933,0.9032033,0.9003903,0.9092301,0.9005063,0.9067206,0.90028155,0.90401775,0.90183455,0.91031575,0.8979856,0.89969456,0.91079456,0.90743303,0.88589954,0.9031396,0.90614563,0.89625835,0.9106625,0.9057386,0.91622245,0.9103361,0.90990686,0.91288453,0.87652797,0.9106308,0.8818096,0.8989028,0.8696549,0.9105503,0.9138245,0.8904011,0.91226065,0.90697205
