drug_name,targets,shared_by,shared_by_cid,shared_by_smiles
D0VF6E,T85943,D06WGX,9549184,CC(=O)N1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC(=C(C=C5)NC(=O)C6=CC7=CC=CC=C7N6C)OC)N
D0VF6E,T85943,D0YZ7H,9797370,COC1=C(C=C2C(=C1)CC3=C2NN=C3NC4=CC(=CC=C4)F)OC
D0VF6E,T85943,D0Q2UZ,73109971,CC(C1C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CSSC(C(C(=O)N1)NC(=O)C(CC2=CC=C(C=C2)O)N)(C)C)C(=O)NC(CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)N)CC3=CC=CC=C3)CO)C4=CC5=CC=CC=C5C=C4
D0VF6E,T85943,D09DVB,44312287,CC(C1C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CSSC(C(C(=O)N1)NC(=O)C(CC2=CC=C(C=C2)O)N)(C)C)C(=O)NC(CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)N)CC3=CC=CC=C3)CO)C4=CC5=CC=CC=C5C=C4
D0VF6E,T85943,D0A2LX,44312363,CC1(C(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CSS1)C(=O)NC(CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)N)CC2=CC=CC=C2)CO)CC3=CC(=C(C=C3)O)I)NC(=O)C(CC4=CC=C(C=C4)O)N)C
D0VF6E,T85943,D07ERV,44312580,CC1(C(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CSS1)C(=O)NC(CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)N)CC2=CC=CC=C2)CO)CC3=CC(=C(C(=C3)I)O)I)NC(=O)C(CC4=CC=C(C=C4)O)N)C
D0VF6E,T85943,D0W7LW,44312308,CC(C1C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CSSC(C(C(=O)N1)NC(=O)C(CC2=CC=C(C=C2)O)N)(C)C)C(=O)NC(CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)N)CC3=CC=CC=C3)CO)C4=CC5=CC=CC=C5C=C4
D0VF6E,T85943,D01IZN,44312289,CC(=O)NC1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CSSC1(C)C)C(=O)NC(CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)N)CC2=CC=CC=C2)CO)CC3=CC4=CC=CC=C4C=C3
D0VF6E,T85943,D02SRA,44312288,CC(=O)NC1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CSSC1(C)C)C(=O)NC(CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)N)CC2=CC=CC=C2)CO)CC3=CC4=CC=CC=C4C=C3
D0VF6E,T85943,D0B4PI,44312309,CC(C1C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CSSC(C(C(=O)N1)NC(=O)C(CC2=CC=C(C=C2)O)N)(C)C)C(=O)NC(CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)N)CC3=CC=CC=C3)CO)C4=CC5=CC=CC=C5C=C4
D0VF6E,T85943,D0BS6R,9549183,CN1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC(=C(C=C5)NC(=O)C6=CC7=CC=CC=C7N6C)OC)N
D0VF6E,T85943,D0H1OK,11562302,CC1=CC(=CC2=C1N=C(N=N2)NC3=CC=C(C=C3)OCCN4CCCC4)C5=C(C=CC=C5Cl)Cl
D0VF6E,T85943,D0S3FW,44422490,C1=CC=C(C=C1)C2=CN=C(C3=CN=CN32)NC4=CC=CC=C4
D0VF6E,T85943,D03OKV,9844320,CC1CN(CCN1)C2=NC3=C(C=C2)N=C(C4=CN=CN43)NC5=C(C=CC=C5Cl)C
D0VF6E,T85943,D07RQB,44419363,C1=CC=C2C=C(C=CC2=C1)C3=CC4=C(C=C3)N=C(N=N4)N
D0VF6E,T85943,D0P5ST,18455703,C1=CC(=CC(=C1)O)C2=CC3=C(C=C2)N=C(N=N3)N
D0VF6E,T85943,D03NPX,447077,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC(=CC=C4)SC
D0VF6E,T85943,D0D8ZN,1728080,CC1=C(C=C(C=C1)N2C(=O)C(=CC3=CC=C(O3)C4=CC(=C(C=C4)C)Cl)C(=O)N2)C
D0VF6E,T85943,D07LYJ,1075248,C1=CC=C(C=C1)COC2=CC=CC(=C2)C=C3C(=O)NN(C3=O)C4=CC(=C(C=C4)Cl)Cl
D0VF6E,T85943,D04QUI,2250919,C1OC2=C(O1)C=C(C(=C2)C=C3C(=O)NN(C3=O)C4=CC=C(C=C4)I)Br
D0VF6E,T85943,D0P2QG,1113003,CCN(CC)C1=CC(=C(C=C1)C=C2C(=O)NN(C2=O)C3=CC=C(C=C3)I)O
D0VF6E,T85943,D01GNF,10301426,C1=CC(=CC=C1C=C2C(=O)NN(C2=O)C3=CC=C(C=C3)I)I
D0VF6E,T85943,D03GQI,1049055,C1=CC=C(C=C1)C=C2C(=O)NN(C2=O)C3=CC=C(C=C3)I
D0VF6E,T85943,D0LP2M,3124537,C1=CC=C(C=C1)COC2=CC=CC=C2C=C3C(=O)NN(C3=O)C4=CC=CC=C4
D0VF6E,T85943,D01IDD,1036901,COC1=CC=C(C=C1)C(=O)NC2=NN=C(S2)CC3=CNC4=CC=CC=C43
D0VF6E,T85943,D0A5MG,1094114,COC1=C(C=CC(=C1)SC)C(=O)NC2=NN=C(S2)CCC3=CC=CC=C3
D0VF6E,T85943,D0J4RY,1103113,C1=CC=C(C=C1)CCC2=NN=C(S2)NC(=O)C3=C(C=C(C=C3)Cl)Cl
D0VF6E,T85943,D09QKH,1097674,C1=CC=C(C=C1)CCC2=NN=C(S2)NC(=O)C3=CC=CC=C3I
D0VF6E,T85943,D08WEV,821478,C1=CC=C(C=C1)CCC2=NN=C(S2)NC(=O)C3=CC=CC=C3
D0VF6E,T85943,D0OB0M,75023015,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CC2=CC=C(C=C2)NC(=O)CCC(=O)NC(C(=O)N1)CS)C(=O)O)CC3=CC=C(C=C3)O)CCCCN)CC4=CC=C(C=C4)O
D0VF6E,T85943,D0W6WU,44412126,CCC(C)C1C(=O)NC(C2=CC=C(C=C2)NC(=O)CCC(=O)NC(C(=O)N1)CS)C(=O)NC(CCCCN)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)NC(CC4=CC=C(C=C4)O)C(=O)O
D0VF6E,T85943,D0MI2W,73039915,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CS)CC2=CC=C(C=C2)O)CC3=CC=C(C=C3)O)CCCCN)CC4=CC=C(C=C4)O
D0VF6E,T85943,D08YUQ,44412139,CCC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCCN)C(=O)NC(CC2=CC=C(C=C2)N=[N+]=[N-])C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O)NC(=O)C(CS)NC(=O)C
D0VF6E,T85943,D0O8BX,73062009,CCC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCCN)C(=O)NC(CC2=CC=C(C=C2)C#N)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O)NC(=O)C(CS)NC(=O)C
D0VF6E,T85943,D04QEW,44412037,CCC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCCN)C(=O)NC(CC2=CC=C(C=C2)I)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O)NC(=O)C(CS)NC(=O)C
D0VF6E,T85943,D0GN1A,44412130,CCC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCCN)C(=O)NC(CC2=CC=C(C=C2)[N+](=O)[O-])C(=O)NC(CC3=CC=C(C=C3)O)C(=O)NC(CC4=CC=CC=C4)C(=O)O)NC(=O)C(CS)NC(=O)C
D0VF6E,T85943,D0U1BA,44412129,CCC(C)C(C(=O)NC(CC1=CC=C(C=C1)[N+](=O)[O-])C(=O)NC(CCCCN)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC3=CC=C(C=C3)[N+](=O)[O-])C(=O)O)NC(=O)C(CS)NC(=O)C
D0VF6E,T85943,D06MYD,44412138,CCC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCCN)C(=O)NC(CC2=CC=C(C=C2)[N+](=O)[O-])C(=O)NC(CC3=CC=C(C=C3)[N+](=O)[O-])C(=O)O)NC(=O)C(CS)NC(=O)C
D0VF6E,T85943,D08AWZ,44412036,CCC(C)C(C(=O)NC(CC1=CC=C(C=C1)[N+](=O)[O-])C(=O)NC(CCCCN)C(=O)NC(CC2=CC=C(C=C2)[N+](=O)[O-])C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O)NC(=O)C(CS)NC(=O)C
D0VF6E,T85943,D0LK4J,73020489,CCC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCCN)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC3=CC=C(C=C3)[N+](=O)[O-])C(=O)O)NC(=O)C(CS)NC(=O)C
D0VF6E,T85943,D0A5IW,44412137,CCC(C)C(C(=O)NC(CC1=CC=C(C=C1)[N+](=O)[O-])C(=O)NC(CCCCN)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O)NC(=O)C(CS)NC(=O)C
D0VF6E,T85943,D00JID,44412001,CCC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCCN)C(=O)NC(CC2=CC=C(C=C2)Cl)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O)NC(=O)C(CS)NC(=O)C
D0VF6E,T85943,D0P3JW,447700,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC=CC(=C4)CO
D0VF6E,T85943,D0S1KJ,5328733,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC=C(C=C4)N5CCOCC5
D0VF6E,T85943,D0GW4Q,5330524,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC=C(C=C4)F
D0VF6E,T85943,D0Z7GH,5330525,CCOC1=CC=C(C=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl
D0VF6E,T85943,D0OH3J,5330526,CCN(CCOC1=CC=C(C=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl)C(=O)C
D0VF6E,T85943,D0D5EW,5311104,CC1=C(C=CC(=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl)F
D0VF6E,T85943,D0CE3R,5312137,CN(C)S(=O)(=O)C1=CC2=C(C=C1)NC(=O)C2=CC3=CC4=C(N3)CCCC4
D0VF6E,T85943,D0GT8N,5154691,CC(C)(C)N1C2=NC=NC(=C2C(=N1)CC3=CC=CC4=CC=CC=C43)N
D0VF6E,T85943,D0D8OY,25210550,CC1=C(C=C(C=C1)C(=O)NC2=NC=CC(=C2)C(F)(F)F)C=CN3C=NC4=C(N=CN=C43)NC5CC5
D0VF6E,T85943,D0D3RL,44517649,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)C=CN4C=NC5=C(N=CN=C54)NC6CC6
D0VF6E,T85943,D0D9PD,11656591,CN1CCN(CC1)CCC#CC2=CC3=NC=C(C(=C3C=C2OC)NC4=CC(=C(C=C4Cl)Cl)OC)C#N
D0VF6E,T85943,D0BU6T,354471,C1=CC=C(C=C1)C2=CN(C3=NC=NC(=C23)N)C4=CC=CC=C4
D0VF6E,T85943,D0H3XF,135463744,C1=CC=C(C=C1)C2=CN(C3=C2C(=O)NC=N3)C4=CC=CC=C4
D0VF6E,T85943,D0M9QM,5327820,C1=CC=C(C=C1)C2=NN(C3=NC=NC(=C23)N)C4=CC=CC=C4
D0VF6E,T85943,D0OG1Q,2049536,C1=CC=C(C=C1)C2=CN(C3=C2C(=NC=N3)Cl)C4=CC=CC=C4
D0VF6E,T85943,D03XDN,4709,CCC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br
D0VF6E,T85943,D09WPN,445561,CC(=O)NC(CC1=CC(=C(C=C1)P(=O)(O)O)P(=O)(O)O)C(=O)NC2CCCCC3=CC(=C(C=C23)C(=O)N)OCC4CCCCC4
D0VF6E,T85943,D0RE4L,11545920,C1COCCN1C2=CC=C(C=C2)C3=CN=C(C=C3)CC(=O)NCC4=CC(=CC=C4)F
D0VF6E,T85943,D7M8LI,137455315,CCN1CC2=C(C=CC(=C2C#N)F)OC(CNC(=O)C3=C4N=C1C=CN4N=C3N)C
D0VF6E,T85943,D0M0XB,10302451,CN1CCN(CC1)CCOC2=CC3=C(C(=C2)OC4CCOCC4)C(=NC=N3)NC5=C(C=CC6=C5OCO6)Cl
D0VF6E,T85943,D0G2CG,25017411,CC1=CC2=C(N1)C=CC(=C2F)OC3=C4C=C(C(=CC4=NC=C3)OCC5(CC5)N)OC
D0VF6E,T85943,D0J1GR,10366136,CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4
D0VF6E,T85943,D0MW0N,10074640,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5
D0VF6E,T85943,D07DIM,5311102,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C=C(C1OC)C2=O)C)OC)OC(=O)N)C)C)OC)OC
D0VF6E,T85943,D0OB0F,5328940,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC
D0VF6E,T85943,D03MNN,11341869,CN1CCN(CC1)CC2=CC(=CO2)C3=C(C=C4C(=C3)N=CC(=C4NC5=CC(=C(C=C5Cl)Cl)OC)C#N)OC
D0VF6E,T85943,D0E6XR,3062316,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
D0VF6E,T85943,D0H8KG,5311382,CCN(CC)CCOC1=CC=C(C=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl
D0VF6E,T85943,D0VI7E,53372213,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)CCN(C4=O)C5=C(C=CC(=C5)NC(=O)C6=CC(=CC=C6)C(F)(F)F)Cl
D0VF6E,T85943,D0QD5Y,53354771,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)N3CCC4=NC(=NC=C4C3=O)NC5=CC=C(C=C5)N6CCN(CC6)C
D0VF6E,T85943,D02VDD,76283824,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4C5CC5)Cl)OC)C#N)OC
D0VF6E,T17687,D07PQJ,46834118,COCCNCCC1=CC(=CC=C1)NC2=NC=C3CC(C4=CC=CC=C4C3=N2)C5=CC=CC=C5F
D0VF6E,T17687,D0HE0E,5941540,C1CN(CCN1C=O)C2=CC=C(C=C2)C=C3C4=CC=CC=C4NC3=O
D0VF6E,T17687,D06SKN,9826324,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)(C3=CC=CC=C3)O.CS(=O)(=O)O.O.O.O
D0VF6E,T17687,D0H9FR,118295624,CNC1=NC=C2C=C(C(=O)N(C2=N1)CCCN3CCN(CC3)C(=O)C=C)C4=C(C(=CC(=C4Cl)OC)OC)Cl
D0VF6E,T17687,D0E8PR,71611869,CC1=CC2=C(C(=C1)OC)SC(=C2)C3=C4C(=NC=NN4C(=C3COC)CN5CCNC(=O)C5)N
D0VF6E,T17687,D0XT0W,66555680,CC1=NC2=C(N1)C=C(C=C2)N3C(=C(C=N3)C(=O)C4=CC5=CC=CC=C5N4)N
D0VF6E,T17687,D0NU0U,57430866,CC1CN(CC(N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC
D0VF6E,T17687,D01ZLU,71621331,COC1=CC(=CC(=C1)C#CC2=NN(C3=NC=NC(=C23)N)C4CCN(C4)C(=O)C=C)OC
D0VF6E,T17687,D03LWG,53235510,CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl
D0VF6E,T17687,D0B0AX,5328127,CC(C)(C)NC(=O)NC1=C(C=C2C=NC(=NC2=N1)N)C3=CC(=CC(=C3)OC)OC
D0VF6E,T17687,D0NW0T,67462786,CC(C)NCCN(C1=CC2=NC(=CN=C2C=C1)C3=CN(N=C3)C)C4=CC(=CC(=C4)OC)OC
D01ZRI,T80975,D0F5JZ,24180719,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F
D01ZRI,T80975,D05BLN,25212148,COCCNCC1=CN=C(C=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F
D01ZRI,T80975,D0Q4EQ,73265238,CCNC(=O)NC1=C(C=C(C=C1)OC2=NC=NC(=C2C=NOC)N)Cl
D01ZRI,T80975,D08BJR,9869779,CC(C1=NC=CS1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)OC
D01ZRI,T80975,D07OSK,6419834,CCOC(=O)C1=C(NC(=C1C)C=C2C3=CC=CC=C3NC2=O)C
D01ZRI,T80975,D00GVV,5329155,C1CCC2=C(C1)C=C(N2)C=C3C4=C(C=CC(=C4)Br)NC3=O
D01ZRI,T80975,D09LKM,5329468,COC1=CC=C(C=C1)C2=CN3C(=C(C=N3)C4=CSC=C4)N=C2
D01ZRI,T80975,D07SRX,9797919,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)Cl)NCC3=CC=NC=C3
D01ZRI,T80975,D03EHM,24905142,C1CCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CN=C5C(=C4)C=CN5)N
D01ZRI,T80975,D0PP6Y,60182393,C1COCCN1C2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CNN=C5)N=C3
D01ZRI,T80975,D0C2GE,67161540,CCN1CCC(CC1)NC2=CC3=C(C=C2)NC(=O)C3=C(C4=CC=C(C=C4)Cl)C5=NC=CN5
D01ZRI,T80975,D0N7AJ,11409972,CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)NC3=CC=C(C=C3)OC4=NC=NC(=C4)NC)C(F)(F)F
D01ZRI,T80975,D05GMB,135461425,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)O)O
D01ZRI,T80975,D0RG0Z,10077147,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I
D01ZRI,T80975,D0IX7Y,11754511,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCC4=CN=CN4)Br
D01ZRI,T80975,D0YN1E,5329454,C1=CN=CC=C1C2=CN3C(=C(C=N3)C4=CC=NC=C4)N=C2
D01ZRI,T80975,D0U3ZP,5329338,COC1=CC=C(C=C1)C2=CC3=C(C=C2)N(C=N3)C4=CC=CC=C4
D01ZRI,T80975,D07AIB,712152,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC3=NC=NC4=CC=CC=C43
D01ZRI,T80975,D0M9OF,5329371,C1=CC=C2C(=C1)C=C(C(=O)N2)C3=CC4=CC=CC=C4N3
D01ZRI,T80975,D00MCJ,5329369,C1=CC=C2C=C(C(=O)C=CC2=C1)C3=NC4=CC=CC=C4N3
D01ZRI,T80975,D07QMC,5329370,C1=CC=C2C(=C1)NC(=C3C=C4C=CC=CC4=NC3=O)N2
D01ZRI,T80975,D07XBW,9968373,C1=CC=C(C=C1)S(=O)(=O)NC(=O)C2=C(C=C(C=C2)Cl)Cl
D01ZRI,T80975,D0UZ5W,975893,C1=CC=C(C(=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl)Cl
D01ZRI,T80975,D05THI,11174891,C1=CC(=CC(=C1)Cl)C(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl
D01ZRI,T80975,D09MSA,837182,C1=CC(=CC=C1C(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl)Cl
D01ZRI,T80975,D0BM4F,5329404,C1=CC=C(C=C1)C2=CN=C(O2)NC3=CC=CC=C3
D01ZRI,T80975,D03HQK,5329843,C1=CC=C(C=C1)C2=CN=C(O2)NC3=CC=CC=C3C#N
D01ZRI,T80975,D06GJO,5329844,COC1=CC=CC=C1NC2=NC=C(O2)C3=CC=CC=C3
D01ZRI,T80975,D0J2XD,5329845,C1=CC=C(C=C1)C2=CN=C(O2)NC3=CC=CC(=C3)C#N
D01ZRI,T80975,D0A9ZQ,5329846,C1=CC=C(C=C1)C2=CN=C(O2)NC3=CC(=CC=C3)OC4=CC=CC=C4
D01ZRI,T80975,D0V9DQ,5329847,C1=CC=C(C=C1)C2=CN=C(O2)NC3=CC=CC(=C3)CO
D01ZRI,T80975,D0V4BR,11266872,CC1=CC=CC=C1C(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl
D01ZRI,T80975,D0M2QA,11245786,C1=CC(=CC(=C1)Br)C(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl
D01ZRI,T80975,D0C6OD,11439243,C1=CC(=CC=C1C(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl)[N+](=O)[O-]
D01ZRI,T80975,D0D3YL,5329849,CC1=CC(=CC=C1)NC2=NC=C(O2)C3=CC=CC=C3
D01ZRI,T80975,D09LEK,5329850,C1=CC=C(C=C1)C2=CN=C(O2)NC3=CC=C(C=C3)S(=O)(=O)N
D01ZRI,T80975,D0F0AU,44405988,CC1=C2C=C(SC2=NN1)C(=O)N
D01ZRI,T80975,D0C6KI,5329006,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=C(C=C(C=C3)Cl)F)OC
D01ZRI,T80975,D0ST4P,5187941,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=C(C=C4)C(=O)N
D01ZRI,T80975,D0Z8TR,5298698,CC(C)(C)C1=CC=C(C=C1)NC2=NN=C(C3=CC=CC=C32)C4=CC=C(C=C4)C(=O)N
D01ZRI,T80975,D09AKX,1416247,CC1=CC(=CC=C1)NC2=NN=C(C3=CC=CC=C32)C4=CC=C(C=C4)C(=O)N
D01ZRI,T80975,D08JSJ,1416020,CC1=CC=C(C=C1)NC2=NN=C(C3=CC=CC=C32)C4=CC=C(C=C4)C(=O)N
D01ZRI,T80975,D02AOT,44394105,CC(C)OCC1=CC2=C(C=C1)N(C3=C2C4=C(C5=C3CC6=CC=CC=C65)C(=O)NC4)CCCCC(=O)N(C)C
D01ZRI,T80975,D0M4SY,135398504,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5
D01ZRI,T80975,D02RWK,44400432,CC1(C(CC(O1)N2C3=CC=CC=C3C4=C5C(=C6C7=CC=CC=C7NC6=C42)CNC5=O)(CO)O)C
D01ZRI,T80975,D09LPL,5329103,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)Cl)NC2=O)C
D01ZRI,T80975,D0E3HC,5329450,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CSC=C5)N=C3
D01ZRI,T80975,D0EE6A,6398883,C1=CC=C(C(=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)NCC3=CC=NC=C3
D01ZRI,T80975,D0UX3T,5329361,C1=CC=C2C(=C1)C(=CN2)C3=CN=CC(=C3)C4=CSC=C4
D01ZRI,T80975,D0H1OK,11562302,CC1=CC(=CC2=C1N=C(N=N2)NC3=CC=C(C=C3)OCCN4CCCC4)C5=C(C=CC=C5Cl)Cl
D01ZRI,T80975,D00YWZ,18450753,C1=CC(=CC=C1C2=CSC3=C2C(=NC=C3)N)N
D01ZRI,T80975,D06BVH,18516979,C1=CC=C(C=C1)C2=NC(=NC=C2C#N)NC3=CC=CC=C3
D01ZRI,T80975,D0E9DI,44430881,CC1=CC=C(C=C1)NC2=NC=C(C(=N2)C3=CC=CC=C3)C#N
D01ZRI,T80975,D01LEV,22394620,C1=CC=C2C(=C1)C(=CC3=C(C=CS3)Br)C(=O)N2
D01ZRI,T80975,D04RQU,44425819,CC1=CC2=C(N1)C=C3C4=C2C=CC=C4NC3=O
D01ZRI,T80975,D0KH5T,5687,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)O)OC
D01ZRI,T80975,D09TQP,12043829,C1C2=CC=CC=C2C3=C1C(=NN3)C4=CC=CC=C4
D01ZRI,T80975,D0EK0G,11572699,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
D01ZRI,T80975,D0J3OZ,21934605,C1=CN=CN=C1NC2=NC=C(S2)C#N
D01ZRI,T80975,D09HXU,16086113,CC1=CC=CC=C1C2=CC3=CN=C(N=C3C=C2)N
D01ZRI,T80975,D0Y9GK,16125106,C1=CC(=C2C(=C1)NN=C2N)C3=CC=C(C=C3)N
D01ZRI,T80975,D0A9ZP,42609931,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)C4=CC=CC5=C4C=CN=C5
D01ZRI,T80975,D0D3QA,44409436,CC1=CC(=CC=C1)NC2=NN=C(C3=CC=CC=C32)C4=CC=CC5=C4C=CN=C5
D01ZRI,T80975,D03HTT,44409370,CC1=CC=CC=C1NC2=NN=C(C3=CC=CC=C32)C4=CC=CC5=C4C=CN=C5
D01ZRI,T80975,D0XC6G,135464491,C1=CC=C2C(=C1)C(=NN2)C3=NC4=CC=CC=C4N3
D01ZRI,T80975,D09XIL,11396738,COC1=CC=C(C=C1)N2CC3=CN=C(N=C3N(C2=O)C4CCC(C4)O)NC5=CC=C(C=C5)F
D01ZRI,T80975,D00NYT,10946795,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=C(C=C3)OC
D01ZRI,T80975,D0C3WY,2752461,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
D01ZRI,T80975,D0Z7TM,22273644,CC1=CC2=CC(=CN=C2N1)NC3=NC=NN4C3=C(C(=C4)C5=NN=C(O5)C)C(C)C
D01ZRI,T80975,D09QBA,23378546,COC1=CC2=C(C=C1)C3=C(CC2)C4=C(C5=C3C(=O)NC5)C6=CC=CC=C6N4CCO
D01ZRI,T80975,D0H4GI,10275001,CC(C)OCC1=CC2=C(C=C1)N(C3=C2C4=C(C5=C3CC6=CC=CC=C65)C(=O)NC4)CCCO
D01ZRI,T80975,D09DJU,73755145,CC1=C(N=C(C1C(=O)NCC(CN2CCOCC2)O)C)C=C3C4=C(C=CC(=C4)F)NC3=O
D01ZRI,T80975,D00DQX,11667893,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C
