ttid , smile
D0D8MA , CC1=CC=CC=C1NC(=O)NC(=O)C2=CC=CC=C2Cl
D0D8MD , CCN1C2=C(C=CC1=O)C=C(C=C2)COC3=CC(=CC(=C3)C4(CCOCC4)OC)F
D0D8MH , CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
D0D8NM , C1=CC(=CC(=C1)C(=O)N)CC(CCCS)C(=O)O
D0D8OR , B(C1=CC(=CC=C1)C#N)(O)O
D0D8OY , CC1=C(C=C(C=C1)C(=O)NC2=NC=CC(=C2)C(F)(F)F)C=CN3C=NC4=C(N=CN=C43)NC5CC5
D0D8PZ , CCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O
D0D8QO , CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C(=C(C=C3)O)CC=C(C)C)O)C4=C(C=CC(=C4O)C(=O)C=CC5=C(C=C(C=C5)O)O)O
D0D8QY , C1=CC(=CC=C1NC2=CC(=O)NC(=O)N2)Br
D0D8RC , CN(C)C(=N)N=C(N)N
D0D8RR , C1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)OC(F)(F)F)C(=C2)C(=O)NC4=NN=C(O4)C5=CC=CO5
D0D8SU , CC1=C(C=CC(=C1)OCC2=NN=C(N2C3=CN=CC=C3)SC4CCCC4)C5=CC=C(C=C5)S(=O)(=O)C
D0D8TE , CC1(CSC(=N1)C2=C(C(=CC=C2)OCCOCCOCCOC)O)C(=O)O
D0D8UM , CC1=C(OC2=CC=CC=C12)CN(C)C(=O)C=CC3=CC4=C(N=C3)N(C(=O)CC4)COP(=O)(O)O
D0D8VE , C(C(F)(F)F)(Cl)Br
D0D8VU , CC1=CC(=C(C(=C1)C)C2=CC=C(C=C2)NC(=O)C(CC3=CC=C(C=C3)C(=O)NCCS(=O)(=O)O)C4=CC=C(C=C4)C5=CC=C(C=C5)C(C)(C)C)C
D0D8WN , CN1C=NC2=C(N=CN=C21)NC3=CC=CC=C3
D0D8WQ , CC(=O)NC1C(CC(OC1C(C(CO)O)O)C(=O)O)N=C(N)N
D0D8XF , COC1=C(C=CC(=C1)C(C(=O)O)O)O
D0D8XY , CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)OCC)C(=O)N3CCCC3C(=O)NC(CCCN)C(=O)NCC(=O)N)CC(=O)N)C(C)O
D0D8YE , COC1=CC2=C(CC(=C2)C3=CN=CC=C3)C=C1
D0D8YG , CC(C(COCCC1=CC=CC=C1)N2C=NC3=C(N=CN=C32)N)O
D0D8YP , CN1CCN(CC1)CC2=CC=CC=C2
D0D8YY , CC(C)CN(CC1=CC=CC=C1)C2CCNCC2
D0D8ZN , CC1=C(C=C(C=C1)N2C(=O)C(=CC3=CC=C(O3)C4=CC(=C(C=C4)C)Cl)C(=O)N2)C
D0D9AA , C1=CC(=C(C=C1S(=O)(=O)[O-])S(=O)(=O)[O-])NC(=O)C2=CC(=CC(=C2)NC(=O)NC3=CC(=CC(=C3)C(=O)NC4=C(C=C(C=C4)S(=O)(=O)[O-])S(=O)(=O)[O-])C(=O)NC5=C(C=C(C=C5)S(=O)(=O)[O-])S(=O)(=O)[O-])C(=O)NC6=C(C=C(C=C6)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
D0D9AD , CC1=CC(=C(C(=C1)C)NC(=O)N(CC2=CC3=C(C=C2)C4=CC=CC=C4C3)C5CCCCCC5)C
D0D9AH , C1=CC(=C(C(=C1)F)N(C2=NC(=C(C=C2)C(=O)N)C3=C(C=C(C=C3)F)F)C(=O)N)F
D0D9AS , CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=CC=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)N
D0D9BB , C1CN(CCC1(C2=CC=CC=N2)O)C(C3=CC=CC=C3)C4=CC=CC=C4
D0D9CO , CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)OC3C(CC4=CC=CC=C34)NC.Cl
D0D9FA , C1COC(CN1)C(C2=CC=CC=C2)OC3=CC=C(C=C3)I
D0D9FR , C1CC(=CC2=CC=NC=C2)C3=C1C=C(C=C3)Br
D0D9FV , CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
D0D9GS , C1=CC=C(C=C1)CCCCCCC(=O)C2=NOC=N2
D0D9HA , CC(C)C1(CCC(C1)NC2CCOCC2OC)C(=O)N3CC4CC3CN4C5=NC=NC(=C5)C(F)(F)F
D0D9HW , CC(CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O
D0D9IQ , CC12CCCN1CC3=NNC(=O)C4=C5C3=C2NC5=CC(=C4)F
D0D9JB , COC(=O)NC1=NC2=CC=CC=C2N1.C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F
D0D9JL , CC1=CC(=CC=C1)CCN2CCCC2
D0D9JW , C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O
D0D9LB , CC(C)(C)N=C(NC#N)NC1=CC=CC(=C1)C(=CCCCC(=O)O)C2=CN=CC=C2
D0D9LJ , CCCC1(CCC2(CC1)CCN(C2)CCCN(CC)CC)CCC
D0D9LT , CC1CCC(=N1)N
D0D9MW , CCCC1=CC=C(C=C1)C(=O)NC2=CC3=CC=CC=C3N=C2
D0D9NA , C=CCNC1=NC(=NC(=N1)N2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)NCC=C
D0D9NQ , CC1=C(C=CC(=C1)N)N=NC2=CC3=C(C=CC=C3S(=O)(=O)O)C(=C2)S(=O)(=O)O.[Na+]
D0D9NT , CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)O
D0D9NX , C1=CC=C(C=C1)CCC(=O)CC(=O)C=CC2=CC=CC=C2
D0D9NY , CC(C)(CCCCCC(CCCCCC(C)(C)C(=O)O)O)C(=O)O
D0D9NZ , CC12CCC3C(C1CCC2O)CCC4=C3C(=CC(=C4)O)OC
D0D9OC , CNC1=NC(=NC2=C1NC=N2)Cl
D0D9ON , C1=CC(=CC=C1CC(C(=O)O)N)I
D0D9PD , CN1CCN(CC1)CCC#CC2=CC3=NC=C(C(=C3C=C2OC)NC4=CC(=C(C=C4Cl)Cl)OC)C#N
D0D9PI , C(COCCOCCOCCO)O
D0D9RF , CC(C)(C)OC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)C#C)C
D0D9RL , CC12CCN(C1N(C3=C2C=C(C=C3)O)C)C
D0D9RN , C1COCCN1C2=CC(=O)C3=C(O2)C=C(C=C3)O
D0D9TU , C1=CC=C(C(=C1)CN(CC2=C(C=CC(=C2)O)O)C3=CC(=C(C=C3)O)C(=O)O)O
D0D9VE , CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl.C[N+](C)(C)CCO
D0D9YL , CN1C2=C(C(=O)N(C1=O)CC3=CC=CC=C3)NC=N2
D0D9YU , CC12CC34CC1CC(C3C(C(=O)C=C4)(C)CCC(=O)NC5=C(C=CC(=C5O)C(=O)O)O)O2
D0D9YW , CC1=C(C=CC(=C1)C2=NOC(=N2)C)C3=CC=C(C=C3)C(=O)NC4=CC(=C(C=C4)OC)OCCN(C)C
D0DA1E , CCC(=O)C1=C(N(C(=C1)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)S(=O)(=O)N)C
D0DA4Y , CCS(=O)(=O)C1=C(C=C(C=C1)Cl)CNC(=O)C2=CC(=CC=C2)C(F)(F)F
D0DA5M , C1=CC(=CC=C1NC2=NNN=C2)Cl
D0DA8D , CC(C)OC1=CC=C(C=C1)S(=O)(=O)NC2CCCC3=C2C=CN=C3
D0DA9T , CC(C(=O)O)O
D0DB2N , CCC1=C(C2=C(C=C1C)C(=O)C3=C(C2=O)C(OC3(C)C)(C(=O)OC)O)O
D0DB3L , CC(C)(C)OCCONC(=O)C1=CC2=C(C(=C1NC3=C(C=C(C=C3)Br)F)F)N=CN2C
D0DB7A , CC(C)N1C=NC2=C(N=CN=C21)N
D0DB8G , COC1=C(C=CC(=C1)N2C=CC3=C(C2=O)C=C(O3)C4=CC=C(C=C4)Cl)OCC5(CC5)C#N
D0DB8W , C1CC(N(C1)C(=O)C(CC2=CC=C(C=C2)O)N)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CC4=CC=CC=C4)C(=O)O
D0DB9T , CC(C)(C)NC(=O)N1C2=CC=CC=C2SC3=CC=CC=C31
D0DC1P , C1CCN(CC1)CCCOC2=CC=C(C=C2)CCF
D0DC3E , C1=CC(=CC(=C1)O)C2=CN=C(C=N2)C3=CC(=CC=C3)O
D0DC3N , CC(=CCCC(=CCC(CC=C(C)CCC=C(C)C)(P(=O)(O)O)P(=O)(O)O)C)C
D0DC3S , CNC(=O)COCC(=O)NC1=CC=C(C=C1)CC2=NN(C(=C2)C3=CC=C(C=C3)Br)C4=CC=C(C=C4)S(=O)(=O)N
D0DC4E , CC1=NC(=NO1)NC(=O)C2C3=CC=CC=C3OC4=CC=CC=C24
D0DC4O , CC(C)(C)C1=CC=C(C=C1)NC(=O)C2=CC(=C(C=C2)Cl)N(CCO)C3=C(C=CC=N3)Cl
D0DC6U , CC1=CC(=C(C(=C1)C)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C
D0DD0K , CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
D0DD3F , CCCCCCCCCCCCCC(=O)NCCCCC(C(=O)NC(CCCCN)C(=O)N)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C1CCCN1C(=O)CNC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)CNC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(C(C)O)NC(=O)C(CC3=CNC4=CC=CC=C43)OC(=O)CNC
D0DD4P , CC(C1=NC(=CS1)C2=CC=C(C=C2)C#N)C(CN3C=[N+](C=N3)C(C)OC(=O)N(C)C4=C(C=CC=N4)COC(=O)CNC)(C5=C(C=CC(=C5)F)F)O.OS(=O)(=O)[O-]
D0DD7N , CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O.O
D0DD8T , COC1=CC(=CC(=C1OC)OC)C(=O)C2=CN=C(N2)C3=CNC4=CC=CC=C43
D0DD9E , C=CCNC(=NCCCC(C(=O)O)N)N
D0DE0C , C1CCC(C1)C(=O)NC2CCN(CC2)C3=NC=NC4=C3N=C(N4C5=CC=C(C=C5)Cl)C6=CC=CC=C6Cl
D0DE4E , CC(C)(C)CCC(C1=CC=C(C=C1)C(=O)NCC2=NNN=N2)N3C(=O)C(=NC34CCC(CC4)C(C)(C)C)N5CCC6CCCCC6C5
D0DE5K , CC(C1=CC=C(C=C1)CNS(=O)(=O)N)C(=O)NCC2=CC(=NN2C3=CC(=CC=C3)Cl)C(C)(C)C
D0DE8K , CN1CC(CC2C1CC3=C(NC4=CC=CC2=C34)Cl)CC#N
D0DE9L , CCCCCN1C=C(C=C1C2=CC(=CC=C2)F)C(=O)C3=CC=CC4=CC=CC=C43
D0DF1R , C1CC2(CC=C1)COC(OC2)C3=CC=CO3
D0DF1Z , C1=CC=C(C=C1)OC2=CC=CC(=C2)C(=O)O
D0DF2M , CN1C2=C(C(=O)N(C1=O)C)NC=N2
D0DF3Z , CC1=CC(=CC=C1)NC2=NC=NC3=CC(=C(C=C32)OC)OC
D0DF6B , CC(C)(C)NC(=O)N1CC(C1)OC(C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)Cl
D0DF9Z , O.O.O.O.O.O.O.O.O.O.O.O.O.O.[OH-].[Mg].[Mg].[Al].[Al].[Si].[Si].[Si].[Si]
D0DG0P , CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
D0DG5A , CC(C)CCC#CCCC1=CN=CN1
D0DG7E , CCCCCCCCCCCCC1=CC=C(C=C1)CCN2CCCC2CO
D0DH1H , CC(C)(C1CNCC1NC2=NC(=NC3=CC(=C(C=C32)OC)OC)C4=C(C=CC(=C4)F)O)O
D0DH5X , C1CC(NC1CC2=CC=C(C=C2)NC(=O)C3CCC4=NC=CC(=O)N34)C(C5=CC=CC=C5)O
D0DH9G , C1CCNC(C1)C2=CC=CC=C2.Cl
D0DI3E , CC1=C(C(C(=C(N1)C)P2(=O)OCCCO2)C3=CC=CC=C3[N+](=O)[O-])C(=O)OC
D0DI4I , C1=CC=C(C=C1)C(=O)COC2=CC=C(C=C2)NC(=O)CCC(C(=O)O)N
D0DI6L , CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4CC(OC4=O)COP(=O)(O)O)F
D0DI7W , CC1=CC(=NCC1)N
D0DI8J , CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C(C)(C)C)NC(=O)OC(C)(C)C)O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)OC)O)C)OC(=O)C
D0DI9S , CN(CC1=CC=C(C=C1)C=CC(=O)NO)CC23CC4CC(C2)CC(C4)C3
D0DJ1B , CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
D0DJ3R , C1=CC2=C(C=C1CN3C=CN=C3)OC=CC2=O
D0DJ4A , CC1CCCC(C=CC(=O)OC23C(C=CC1)C(C(=C)C(C2C(NC3=O)CC4=CC=CC=C4)C)O)O
D0DJ5T , COC1CC(C(C(O1)CO)O)NC(=O)N(CCCl)N=O
D0DJ6G , CCCCC1=CC=C(C=C1)C(=O)NC2=CC=CC3=C2C=C(C=C3)O
D0DK4I , CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O
D0DK5X , CCC1=CC(=C(C=C1C2=CC3=C(C=C2)C(=NN3)C4=NC5=C(N4)CN(CC5)C(=O)C6=CN=C(C=N6)N7CCCCC7)F)O
D0DK8G , CC(O)(P(=O)(O)O)P(=O)(O)O.[Tc]
D0DK8V , C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
D0DK8X , CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6
D0DK9S , CCCCOC1=C(C=CC(=C1)C2=NC3=C(O2)C=C(C=C3)O)O
D0DL1F , CC(C)(C)NCC(P(=O)(O)O)P(=O)(O)O
D0DL1O , C1CN(CC2=C1OC(=N2)C3=NC=C(C=C3)F)C4=CC(=CN=C4)Cl
D0DL2S , CCCCC1=C(C(=O)N(C(=N1)C)CC2=C(C=CS2)C(=O)OC)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
D0DL3W , C1=CC=NC(=C1)OCC2=CC=C(C=C2)CC3=NOC(=C3)C4=C([N+](=CC=C4)COP(=O)(O)[O-])N
D0DL4Y , CCCCCC=CCC=CCC=CCC=CCCCC=O
D0DL6J , C1CN2C(=O)C(N=C(C3=CC(=CC1=C32)N)C4=CC=CC=C4)NC(=O)C5=CN=CC=C5
D0DL7P , COC1=NC=CC(=C1)C2=NCC(=O)N3CCC4=C(C=CC=C4C3=C2)C5=CN=C(C=C5)F
D0DL8A , CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
D0DM5A , CN(CCC(C1=CC=C(C=C1)F)C2=CC=C(C=C2)F)CCN(C)CC3=CC(=C(C(=C3)OC)OC)OC
D0DM5S , CC(C)C(CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NC3=CC(=CC(=C3)N)Cl
D0DM6F , C1CC2C3=C(C1)C=CC(=C3)OC4=C(C=CC(=C4)CN5C=NC=C5CNC6CCN2C6=O)C#N
D0DM6I , CC(C1=CC=CC=C1OC)C(=O)N2CC3C(C2)C(CCC3(C4=CC=CC=C4)C5=CC=CC=C5)(C6=CC=CC=C6OC)O
D0DM9L , C1=CC2=C(C=C1C(=O)NC3=CC(=C(C=C3)Cl)O)C=NN2
D0DN0W , CC1=CC=C(C=C1)S(=O)(=O)O.C1CC(CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N
D0DN1I , CCCC(CCC)C1=CC=C(C=C1)OCC2=CC=C(C=C2)C3=CSC(=N3)CN(CC4=NC=C(S4)C(C)(C)C)CC(=O)O
D0DN1V , CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl
D0DN6A , CC1=CC(=CC(=C1CC(C(=O)N2CC3=CC=CC=C3CC2C(=O)NCCCCNC(=O)C4CC5=CC=CC=C5CN4C(=O)C(CC6=C(C=C(C=C6C)O)C)N)N)C)O
D0DN8Z , CCN(CC)CCNC1=NC=C(C=C1)N2C=CC(=CC2=O)OCC3=NC=C(C=C3)Cl
D0DO0B , CCN(CC)C(C)C1=NN=NN1C2=CC=CC=C2.Cl
D0DO1T , C1C(C(=CC2=CC=NC=C2)C(=O)C3=CC=CN31)C4=CC=C(C=C4)Cl
D0DO1U , CC1=C(N=C(N=C1NC2=CC3=C(C=C2)NN=C3)C4=CC(=CC=C4)OCC(=O)NC5CCC5)C
D0DO5U , C1CCN(C1)C2=CC=C(C=C2)C(=O)NCC3=CC=C(C=C3)C=CC(=O)NO
D0DO6P , CC1C2CC3=C(C1(CCN2CC4CCCO4)C)C=C(C=C3)O
D0DO9W , C1=CC(=CC=C1CC(C(=O)N)N)O
D0DP0J , CC1=C(CC2=CC=CC=C12)C(=O)NC(C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC5=CC=CC=C5)C(=O)C6(CO6)C
D0DP3V , CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CSCC(=O)O)O
D0DP5I , CC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C(=O)NC4=CC=C(C=C4)Cl
D0DP6L , C(C(F)(F)F)(OC(F)F)Cl
D0DP8I , COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(C4C3CCCC4)C(=O)C5=CC=CO5)N)OC
D0DP8P , C1CN(N=C1N)C2=CC=CC(=C2)C(F)(F)F
D0DP9F , C1=CC=C2C(=C1)C=CC3=C2C=CC(=C3)C(=O)NO
D0DQ2D , CN1C=C(C=N1)C2=CC(=C(C=C2)S(=O)(=O)C3CC(N(C3)C(=O)C4(CC4)C(F)(F)F)C(=O)NC5(CC5)C#N)C(F)(F)F
D0DQ2G , CC(C)(C)C1=C(C=CC(=C1)O)O
D0DQ3F , CCCCCN1C=C(C=C1C2=CC=CC=C2CC)C(=O)C3=CC=CC4=CC=CC=C43
D0DQ4D , CC1CCCN(C1)C(=O)C
D0DQ6C , CC1=C(SC(=N1)C2=CC(=C3C(=C2)C=CN3C)C#N)C(=O)O
D0DQ6N , CC1=CC(=C(C(=O)N1)CNC(=O)C2=C(N(C3=CC=CC=C32)C(C)C4CCN(CC4)CC(F)(F)F)C)OC
D0DQ6Z , C1=CC=C2C(=O)C=CC(=O)C2=C1
D0DQ7V , CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)CN6CCN(CCN(CCN(CC6)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C(=O)NC(C(C)O)C(=O)O)O.[Lu+3]
D0DR0S , C1CCC2=C(C1)C(=CC(=N2)OCC3=CC=CC=N3)C4=CN=C(N=C4)C#N
D0DR3X , CCC(C)C(C(=O)NC1CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)C)C2CCC3=CC=CC=C23)CCC(=O)N)CC(=O)O)CC4=CNC5=CC=CC=C54)C)CC6=CN=CN6)CCCNC(=N)N)C(=O)NC(C(C)O)C(=O)O)NC(=O)C
D0DR7A , CC1=CC=C(C=C1)NC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42
D0DR7W , CN1C(C(=O)N(C1=O)C)C2=C(C3=C(C(=C2C4=C(C=CC(=O)C4=O)CCN(C)C)O)NC=C3CCN)O
D0DR8N , C1C2=C(C3=C(C=CC=N3)NC1=O)NC4=C2C=C(C=C4)Br
D0DS0O , COC1=CC(=CC2=C1C(=O)C3=CC=CC=C3O2)OCC4CO4
D0DS4P , C1=CC=C(C=C1)C2=CC=C(C=C2)CC(C3=NNN=N3)NCP(=O)(OC4=CC=CC=C4)OC5=CC=CC=C5
D0DS5U , C=CC1=CC=C(C=C1)S(=O)(=O)O
D0DS7F , C1=CC=C(C=C1)CCC(CS)N
D0DS7W , CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C3=C(C=CC=N3)Cl
D0DT0E , CN1C(=C(C=N1)NC(=O)C2=C(SC(=N2)C3=C(C=CC=C3F)F)N)NCC4CCNCC4
D0DT1R , C1=CC(=C(N=C1)C=NNC(=S)N)N
D0DT2P , C1CC2=C(CC1CN3C=CN=C3)C=CC(=C2)C(=O)O
D0DT4R , COC1=C(C(=CC(=C1)CC2=C[NH+]=C(N=C2N)N)OCCCC(CCC(=O)[O-])C(=O)[O-])Br
D0DT5E , CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)[O-].[Na+]
D0DT5I , CC1=CC=C(C=C1)NC2=NC=NC3=C2C4=C(C=C3)N=C(S4)C(=N)OC
D0DT5K , COC1=C(C2=CC=CC=C2C=C1)C=NNC(=S)N
D0DT7M , C1CCN(CC1)C2=C(C=CC(=C2)C(F)(F)F)CNC(=O)NC3=CC=CC4=C3OCC(=O)N4
D0DU3J , CC(=CCC1=C(C(=CC(=C1)C2CC(=O)C3=C(O2)C=C(C=C3)O)OC)O)C
D0DU4B , CCC=NNC(=S)N
D0DU5S , CCCC[P+](CCCC)(CCCC)CC1=CC=C(C=C1)NC(=O)C2CC3=CC=CC=C3CN2C(=O)C(CCC4=CC=CC=C4)NC(=[NH+]C5CCCCC5)NC6CCCCC6
D0DV3O , C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N
D0DV4H , CN(CC1=CC=CC=C1)C(=O)C2=CC=C(C=C2)C3=CC4=C(C=C3)C(=C(C=C4)O)C=O
D0DV6D , CC(CN1C=CC(=N1)C2=CC(=C(C=C2)C#N)Cl)NC(=O)C3=NNC(=C3)C(C)O
D0DV8K , CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
D0DV9Z , CN1C2=C(C=C(C=C2)OC)C3=C1C=[N+](C=C3)C
D0DW1D , C1CCCN(CC1)CCN2C3=C(C=C(C=C3)CCCF)SC2=O
D0DW2F , C(C1C(C(C(O1)N2C(=C(C(=O)NC2=O)F)I)O)O)OP(=O)(O)O
D0DW3Z , C1=CC(=CC=C1O)OC2C(C(C(C(C2(F)F)CO)O)O)O
D0DW4J , C1=CC=C2C(=C1)OC3=C(O2)C=C(C=C3)C(=O)O
D0DW4P , CC1=C2C(=NOC2=NC(=C1Cl)C)NC(=O)OC3=CC=CC=C3
D0DW9J , C1=CC(=CC=C1C(=O)C(=O)C2=CC=C(C=C2)F)F
D0DX0R , COC1=C(C(=C2C3=CC=CC=C3CC4C2=C1CCN4)O)OC
D0DX3V , CCOC1=CC2=CC3=C(NC(=O)N3)N=C2C=C1
D0DX4J , CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=C(C=C(C=C4)C(F)(F)F)Cl)O)O
D0DX6L , CC1=C(C=CC(=C1)Cl)N2CCN(C3C2CC4=C(C3)C=CC=C4O)C
D0DX6U , CCC1CCCCN1C(=O)C2=CC(=C(N=C2)NC3=CN=C(C=C3)C)Cl
D0DX7J , CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCCCN)N
D0DX8A , CCCC1=C(NC(=O)NC1=O)Cl
D0DX8T , CC(C)C1=CC=C(C=C1)C=NNC(=O)C2=CC=C(C=C2)O
D0DY1C , C1CCCC(NC(=O)C(CC1)CS)C(=O)O
D0DY4E , C1CN(CCN1C2=C(C=CC=N2)C(F)(F)F)C(=O)NC3=NC=C(C=C3)C(F)(F)F
D0DY5G , CSC1=C(C=C2C(=C1)CCN2C(=O)NC3=CN=CC=C3)C(F)(F)F
D0DY7W , C1C(CN(C1=O)CC2=CC=CC=C2)CN
D0DY9U , C1=CC(=CC=C1NC(=O)CCS)S(=O)(=O)N
D0DZ0M , C1CN(CC1(C#CC2=CC=CC=N2)F)C3=CC(=CC=C3)Cl
D0DZ1K , C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3NC4=C(C=C(C=C4)F)C(=O)O)S(=O)(=O)[O-])N.[Na+]
D0DZ3X , C1CC(NC1)C(=O)O
D0DZ5H , C1CCC(CC1)N2CCN(CC2)CCCCN3C4=CC=CC=C4SC3=O
D0DZ8U , C1CC(CCC1CN)C(=O)O
D0E0AA , CC1(CC(C2=C(O1)N=C(C(=C2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4Cl)NC(=O)CO)C
D0E0AS , CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
D0E0BD , C1=CC=C(C=C1)CCCC(=O)OCC(COC(=O)CCCC2=CC=CC=C2)OC(=O)CCCC3=CC=CC=C3
D0E0BU , C1=CNC2=CC(=C(C=C21)C(=O)O)NC(=O)C(=O)O
D0E0CT , CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C
D0E0CV , C1=CC(=CC=C1C(CC2=CC3=C(C=C2)N=C(NC3=O)N)C(=O)O)C(=O)NC(CCC(=O)O)C(=O)O
D0E0DQ , CN(C)CCNC1=C2C3=C(C=C1)N=CN3C4=C(C2=O)C=C(C=C4)O
D0E0DR , C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)CCN
D0E0DY , CCCCCCCCCCOP(=O)(O)O
D0E0EQ , CC(C)(C#C)OC(=O)C1=CC=C(C=C1)OC
D0E0GW , CC1=C(C=CC=C1Cl)S(=O)(=O)NC2=NC(=CS2)CCN3CCOCC3=O
D0E0HE , C1=C(C=C(C(=C1[N+](=O)[O-])NC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
D0E0HK , C(CC(=O)O)C(CS)C(=O)O
D0E0HT , C=CCC1=C(C=CC(=C1)Cl)OCC(=O)O
