ttid , smile
D0R3VK , C1=CC(=C(C=C1I)F)NC2=C(C=CC3=CN=CN32)C(=O)NOCCO
D0R3VQ , C1=CC=C2C(=C1)N=C(N2CC(=O)C3=CC=C(C=C3)N)C4=NON=C4NCCC#N
D0R3WG , C[Si](C)(CC1=CC=C(C=C1)F)CN2CCCCC2.Cl
D0R3XC , C1CN(CCN1CCCCCCN2CCN(CC2)C3=CC=CC=N3)C4=CC=CC=N4
D0R3XI , CC(C)(COC(=O)CCC(=O)O)OC1=CC=C(C=C1)C(=C)C2COC3(C4CC5CC(C4)CC3C5)OO2
D0R3XO , CC1C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)N1)(C)C)CCCCCSSC3=CC=CC=N3
D0R3YM , CC(C(=O)NC(C(=O)N1CCCC1CN(CCC2=CC=C(C=C2)F)C(=O)C3=CN4C=CC=NC4=N3)C(C)(C)C)NC
D0R4AV , B(C(CCCCN)NC(=O)C1CCCN1C(=O)C(CC2=CC=CC=C2)NC(=O)C)(O)O
D0R4BT , CC1(OCC(C(O1)C2=CC=CC=C2)NC(=O)NC3=CC=CC=C3Br)C
D0R4CX , CC(C)(CNC(=O)C1=C(C2=C(C=C(C=C2)OC3=CC4=CC=CC=C4C=C3)C(=N1)C#N)O)C(=O)O
D0R4DK , CC(=O)CSC1=CN=NN1C2=CC=CC=C2
D0R4DP , CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C
D0R4EN , C1=CC2=C(N(N=C2C(=C1)C(F)(F)F)CC3=C(C=C(C=C3)F)Cl)C4=CC=C(C=C4)F
D0R4ER , C(CCN)CC(C(=O)O)N
D0R4EY , C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl
D0R4FM , C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
D0R4GD , CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
D0R4GI , CCCCC(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)N)N(C)C(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)CNC(=O)C(C)NC(=O)C(CC4=CC=C(C=C4)O)N
D0R4GX , CC(CC(=O)O)O
D0R4HQ , CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C4CCCN4C(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C6CCCN6C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(C(C)C)NC(=O)C7CCCN7C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC8=CNC9=CC=CC=C98)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC1=CN=CN1)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CO)N
D0R4IS , CC(C)NCC1=CC=C(C=C1)CC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC3=CC4=CC=CC=C4C=C3)CC5=CC=CC=C5)CC6=CC=CC=C6)CCCCN)NC)C(=O)O)CO)C(C)O)CC7=CC=CC=C7)C(C)O
D0R4IT , C1CN2C(=NN=C2C3=CSC=N3)CN1C(=O)C4=C(C(=CC=C4)C(F)(F)F)Cl
D0R4JZ , CCCCCCC1C(C(C(CN1)O)O)O
D0R4KE , C1=CC=C2C(=C1)C=CC(=C2C(=O)O)NS(=O)(=O)C3=CC=C(C=C3)F
D0R4KJ , CC1=CC(=CC(=C1CC(C(=O)N2CC3=CC=CC=C3CC2C(=O)NC(C(C)C4CCCCC4)C(=O)NC(CC5=CC=CC=C5)C(=O)O)N)C)O
D0R4KK , CC1(CS(=O)(=O)N(C(=N1)N)C)C2=C(C=CC(=C2)NC(=O)C3=NC=C(C=C3)F)F
D0R4KQ , CC1CC=NN1C2=C(C=NC=C2)S(=O)(=O)N
D0R4LZ , COC1=CC=C(C=C1)C2=NC(=C3C(=N2)N=CN3)C4=CC=CC=C4
D0R4MH , C1CN(CCN1C=C2C(=O)OC(=N2)C3=CC=CC4=CC=CC=C43)C(=NC5=CC=CC=C5)N
D0R4ML , CC(C)CCC(C(C)(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O)O
D0R4MT , CC(C)(CCCCOCCCCC(C)(C)C(=O)O)C(=O)O
D0R4NR , failed
D0R4OM , CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
D0R4PI , [O-]P(=O)([O-])OP(=O)([O-])[O-]
D0R4PR , CC(=O)COC1=C(C2=C(C=C1)C=C(C(=O)O2)NC(=O)C)OC
D0R4PS , C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
D0R4QF , CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)C4=CC=CC=C4)C)C5=COC=C5
D0R4RN , C1CC2C(CC1N2)C3=CN=C(C=C3)Cl
D0R4TA , CC1CC=CCC(CC=CC=CCC2C=C(C(CC23C(=C(C(=O)C4C1C(SC4)C(=O)C(=O)O)C(=O)O3)O)C)C)O
D0R4TI , CC(CC1=CC2=C(C=C1)C=C(C=C2)SC)N
D0R4UW , C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F
D0R4WJ , C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OCC3C(C(C(C(O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O
D0R4WT , C(CCC[NH+]=C(N)NC(=NCCN=C(C#N)N)N)CC[NH+]=C(N)NC(=NCCN)N.[Cl-].[Cl-]
D0R4WW , C1=CC=C(C=C1)C2C3=CC=CC=C3C(=O)C2=CC4=CC=NC=C4
D0R4YD , CC1=CC(=CC(=C1CC(C(=O)N2CC3=CC=CC=C3CC2C(=O)NC(C(C)C4CCCCC4)C(=O)NC(CC5=CC=CC=C5)C(=O)O)N)C)O
D0R4YQ , C1CCC(CC1)C2=C(C=C(C=C2)CCCC(=O)N3CCOCC3)Cl
D0R4ZT , [N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ga+3]
D0R5AD , CCN(CC)C(C)C(=O)C1=CC(=CC=C1)Cl
D0R5AJ , C1C[CH]C1
D0R5AU , CC(C)C(C(=O)NCCOC)NC(=O)C(CC1=C(C(=C(C=C1)OC)OC)OC)CC(C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)O
D0R5EF , CCCC(=O)NC1=NNC2=C1C=CC(=C2)C3=CN=CC=C3
D0R5EW , C1COCCN1CCNC(=O)C2=C(N=CC=C2)Cl
D0R5FE , C1=CC(=CC=C1CC(=O)NC[P+](=O)O)I
D0R5FH , C1=CC2=NC3=C(NN=C3N=C2C=C1)N
D0R5FO , CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)CNC(=O)CC3C4=CC=CC=C4N=C(N3C5=CC=CC=C5)N(C)C
D0R5GS , CC1(CC(=O)N(C(=O)C1)CCCCN2CCN(CC2)C3=NC=CC=N3)C
D0R5HG , C1CC1OC2=C(C=C(C=C2)C3=CC(=NC=N3)NS(=O)(=O)C4=CC=C(C=C4)F)Cl
D0R5HH , CC(=O)NC1=CC(=C(C(=C1)CN2CCCCC2)O)CN3CCCCC3
D0R5HK , CCCC(CCC)C(=O)[O-].[Na+]
D0R5HV , C(C1C(C(C(N1)CO)O)O)O
D0R5JD , CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OCCCOC3=CC4=C(C=CC=C4CCNC(=O)C)C=C3
D0R5KO , C1CCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC1)CC2=CNC3=CC=CC=C32)CCCN=C(N)N)CC4=CC=CC=C4)CC5=CN=CN5
D0R5KV , CN1CCN=C1C2=CC(=CC=C2)OC3=NC(=C(C(=C3F)N(C)CC(=O)O)F)OC4=C(C=CC(=C4)C(=N)N)O
D0R5MR , C1=CC=C(C=C1)CNC(=O)C2=CC(=NC=N2)C(=O)NCC3=CC=CC=C3
D0R5NA , COC1=CC=C(C=C1)C=C(C(=O)NCC2=CN=CC=C2)NC(=O)C3=CC=CC=C3
D0R5OE , C1CC(NC1)C(=O)N2CCSC2
D0R5OF , CC(C)C(C(C1=CC=CC=C1)(C2=CC=CC=C2)O)N3CCOCC3
D0R5OS , CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)C4=CNC5=C(C4=O)N=CC=C5)C(=O)[O-])C.[Na+]
D0R5OU , C1=CC=C(C=C1)COC2=NC=C3C(=C2)C4=CC=CC=C4N3
D0R5QF , CC(C)C1=NOC(=N1)C2CCN(CC2)C3=NC=NC(=C3[N+](=O)[O-])NC4=C(C=C(C=C4)S(=O)(=O)C)F
D0R5QM , CCCCN1CCN(CC1)C2=CC=CC=C2OC
D0R5QQ , CC1=C(C(=CC=C1)COCCCOCC2=COC(=N2)C3=CC=CC=C3)C(=O)O
D0R5QX , CCCCC(C(=O)NC(CO)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)N)NC(=O)C2CC3=CC=CC=C3CN2C(=O)C(CS)NC(=O)C(CC4CCCCC4)NC(=O)C(C(C)CC)NC(=O)C(C(C5=CC=CC=C5)C6=CC=CC=C6)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C
D0R5RE , C(C1C(C(C(N1)C(CO)O)O)O)O
D0R5RF , C1=CC=C(C=C1)SCC2C(C(C(N2)C3=CNC4=C3N=CNC4=O)O)O
D0R5RR , C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N
D0R5RW , C1CN(CCN1CC2=CC=CC=C2)C(=O)OC3=CC=C(C=C3)[N+](=O)[O-]
D0R5TA , C1CC(N(C1)C(=O)C(CC2=CC=C(C=C2)O)N)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC5=CC=CC=C5)C(=O)N
D0R5TT , CS(=O)(=O)C1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)F)C#N
D0R5UZ , CC(=O)N(C(=O)NC)OC(=O)NC
D0R5VG , C1=CC=C(C=C1)CCCCC(=O)NC2=CC=C(C=C2)C(=O)NO
D0R5VO , CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CC(C7(C6CC(C(C7)OC(=O)C(=CCCC(C)(C=C)OC8C(C(C(C(O8)C)OC(=O)C(=CCCC(C)(C=C)O)CO)O)O)CO)(C)C)C(=O)OC9C(C(C(C(O9)CO)O)O)OC1C(C(C(C(O1)C)OC1C(C(C(O1)CO)O)O)OC1C(C(C(C(O1)CO)O)O)O)O)O)C)C)C)NC(=O)C)O)O)OC1C(C(C(CO1)O)O)O)O)O
D0R5WB , C1CCN(CC1)CCC2=C(NC3=CC=CC=C32)C4=CC=CC=C4
D0R5WV , C1=CC(=CC(=C1)O)C2=NN=C(S2)C3=CC(=CC=C3)O
D0R5WX , C1CC2=CC=CC=C2OC1CN3CCC(CC3)CC4=CC=CC=C4
D0R5XK , CC1CC(=NC2C1C2Cl)N.Cl
D0R5ZH , C1=NC(=C2C(=N1)N(C(=N2)Br)C3C(C(C(O3)COP(=O)(O)O)O)O)N
D0R5ZJ , CC(=CCOC1=CC(=C(C=C1)C(=O)C=CC2=CC=C(C=C2)C(C)(C)C)OCC(=O)O)C
D0R5ZL , CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)OC)S(=O)(=O)N
D0R5ZR , CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CC(CCN5C6=CC=CC=C64)CN(C)C
D0R6AB , CN1C2=C(C3=CC=CC=C3S1(=O)=O)OC(=O)N(C2=O)C4=CC=CC=N4
D0R6BI , C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O
D0R6BR , CCC1(C(=O)NC(=O)NC1=O)CCC(C)C
D0R6CW , CCC(=O)N1CCC(CC1)NC(=O)NC2=CC=CC=C2
D0R6DA , CCOC(=O)C1CC(=O)NC1C(=O)OCC
D0R6DT , CC12CCC3C(=CCC4=C3C=CC(=C4)O)C1CCC2=O
D0R6FJ , C1=CC=C2C(=C1)C3=C(N2)C=NC=C3
D0R6GK , CC(C)CC(C(=O)N(C)C(C)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)C(CC2=CC=CC=C2)N
D0R6GQ , C(C(C(C(=O)O)O)C(=O)O)C(=O)O
D0R6HN , [Cl-].[Cl-].[Sr+2]
D0R6IM , CN(C)C(=N)N=C(N)N.COC1C(C(C(C(O1)C2=CC(=C(C=C2)Cl)CC3=CC=C(C=C3)OC4CCOC4)O)O)O.Cl
D0R6JE , C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
D0R6JG , CN(C)CC1=CC(=CC=C1)N=C(C2=CC=CC=C2)C3=C(NC4=C3C=CC(=C4)C(=O)N)O
D0R6JK , C1=CC(=CC=C1C=NC2=CC=C(C=C2)C(=O)O)O
D0R6KH , CC1C(=O)N(C2=C(N1C3CCN(CC3)C)N=C(C=C2)NC4=CC(=CC=C4)S(=O)(=O)N5CCCC5)C
D0R6KV , CC(C(=O)N1CC2=CC(=C(C=C2CC1C(=O)O)OC)OC)NC(CCC3=CC=CC=C3)C(=O)O
D0R6LF , CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
D0R6MB , CC1(CC(C2=C(O1)N=C(C(=C2)C3=CC=C(C=C3)Cl)C4=C(C=C(C=C4)Cl)Cl)C(=O)N)C
D0R6MH , CC1CN(CCN1)C2=C(C=C3C(=C2OC(F)F)N(C=C(C3=O)C(=O)O)C4CC4)F
D0R6MT , CC(C)CN1C2=C(C(=O)N(C1=O)C)NC=N2
D0R6NP , CC1=C(C=C(C=C1)C(=O)NC2=CC(=NC=C2)C(F)(F)F)NC3=CC4=C(C=C3)N=CN(C4=O)C
D0R6OM , COCC1=C(N2C(=C1C3=CC(=C(C=C3)NC(=O)NC4=C(C=CC(=C4)C(F)(F)F)F)F)C(=NC=N2)N)CN5CCOCC5
D0R6PF , CC1CN(CCN1C2=NC=C(C=N2)OCC3=C(C=NC=C3)C#N)C4=NOC(=N4)C(C)C
D0R6PX , CC1=C(C(C(=C(N1)C)P2(=O)OCC(CO2)(C)C)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCN(CC4=CC=CC=C4)C5=CC=CC=C5
D0R6RC , CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O
D0R6RO , CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42
D0R6RT , C1CC(=O)NC2=C1C=CC(=C2)OCCCCCCN3CCC4=CC=CC=C4C3
D0R6TI , CC(C(=O)O)O.C1=CN=CC=C1C2=CNC(=O)C(=C2)N
D0R6TL , CCCC(=O)NC1=NNC2=C1C=CC(=C2)Cl
D0R6TY , CCC1CC2CC3C1N(C2)CCC4=C3NC5=C4C=C(C=C5)O
D0R6UA , C12=C(N=C(N1)N)N=C(NC2=O)N
D0R6UI , CCCCN1CCC(CC1)COC(=O)C2=CC(=C(C3=C2OCCO3)N)I
D0R6UV , COC1=CC=CC(=C1)NC2=NC=NN3C2=C(C=C3)CN4CCC(C(C4)O)N
D0R6VF , C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)NC(=O)C=CC7=CC=C(C=C7)Cl
D0R6VX , C1CC(N(C1)C(=O)C(CC2=CC=C(C=C2)O)N)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NCC(=O)NCC5=CC=CC=C5
D0R6YB , C1CC2C(CC1N2)C3=CN=CC=C3
D0R6YP , CCCC(CCC)C(C1CC(CC1N=C(N)N)C(=O)O)NC(=O)C
D0R6ZC , CCCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CCC
D0R6ZS , C1=CC(=CC(=C1)Br)NC2=NC=NC3=C2C=C(C=C3)Cl
D0R7AG , C1=CC(=C(C=C1O)O)C2=NC3=C(O2)C=CC(=C3)O
D0R7AK , C1C2CNCC1C3=C2C=CC(=C3)C(F)(F)F
D0R7BT , C1=CSC(=C1)C2=CC=C(S2)CN
D0R7BX , C1=CC=C(C=C1)C(C(=O)O)C(=O)O
D0R7EA , CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=NNC(=N2)C(=O)OC
D0R7ED , CCC1=C(C(=CC(=C1)C2=NOC(=N2)C3=CC(=NC=C3)C4CCCC4)C)OCC(CNC(=O)CO)O
D0R7FI , CC(CC1=CC=CC=C1)N2CCC(CC2)(C3=CC=CC=C3)O
D0R7GH , CC1CC1CN2C(=C(C3=CN=NC(=C32)OCC4=CC=C(C=C4)F)C)C
D0R7GL , CC(CO)(CO)NCC1=C2C=CC=CC2=C(C3=CC=CC=C31)OCCO
D0R7HL , CC1(CCN(CC1)C2=C(N=CC=C2)NC(=O)C3=NC(=CN=C3N)C4=C(C=CC=N4)C(F)(F)F)N
D0R7HM , C1COCCN1C2=CC(=O)C=C(O2)C3=CC=CC=C3
D0R7HO , CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2
D0R7HU , C1=CC=C2C(=C1)C3=C(N2)C=CC4=C3C(=O)NC4=O
D0R7ID , CC(=O)N(C1=CC=CC=C1C=CC2=CC=[N+](C=C2)[O-])S(=O)(=O)C3=CC=C(C=C3)OC
D0R7IJ , C1=CC(=CC(=C1)Cl)S(=O)(=O)C2=NNC(=O)C=C2
D0R7IM , CC(C(C(=O)NCC(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)CNCC2=CC=CC=C2)O
D0R7IU , CC(C)(CC1CC2=CC=CC=C2C1)NCC(COC3=C(C=CC(=C3)CCC(=O)O)C#N)O
D0R7JA , C1COCCC1(CNC(=O)C2=CC=CC(=C2)C3=NOC(=N3)C(F)(F)F)C4=NC(=CS4)C5=CC=CC=C5
D0R7JT , CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F
D0R7LD , CC1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CN=C5C(C)C)C)C(=O)C=C
D0R7LQ , C1=CC(=CC=C1CCCCC2=C(N=C(NC2=O)N)N)C(=O)NC(CCC(=O)O)C(=O)O
D0R7LY , C1C=CCC(NC(=O)C(NC(=O)CNC(=O)C1NC(=O)C(CC2=CC=C(C=C2)O)N)CC3=CC=CC=C3)C(=O)O
D0R7MJ , C1=CC2=CC(=C(C(=C2C(=O)C(=C1)O)O)O)O
D0R7MN , CCCCCCCCCCCCCCCCCCNC(=O)OCC1CCC(O1)COP(=O)([O-])OCC[N+]2=CC=CC3=CC=CC=C32
D0R7OD , CC(C1C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)CC5=CC=CC=C5)CC(=O)N)CCCCN)NC(=O)CNC(=O)C(C)N)C(=O)O)CO)O
D0R7OE , CC(C)OCOC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)C4=COC=C4)C)C(=O)OC
D0R7PE , C(CC(CS)C(=O)O)CN
D0R7QC , C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCCN=C(N)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N
D0R7QF , CCCCCC=CCC=CCC=CCC=CCCCC(=O)NC1CC1O
D0R7QL , CCN1C2=C(C=CC=C2OCC)C3=C1C(=NC=C3)C4=CC5(CCC=CCCCCN6CCC4C7(C6)C5N8CCCCC=CC8C7)O
D0R7QY , CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)N
D0R7QZ , CC1=CC2=C(C=C1)OC(=CC2=O)C3=CC=CC=C3O
D0R7RB , C1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O
D0R7SM , C1CC(N(C1)CC(COC2=C(C(=CC=C2)Cl)C#N)O)CC3=CC=CC=C3
D0R7UO , C1C(OC(=O)N1N2C=CC=C2)CN
D0R7VT , C1=CC=C2C(=C1)C=CN2S(=O)(=O)C3=CC=C(C=C3)N
D0R7VW , C1=CC=NC(=C1)C2=NC=CC(=N2)SC3=CC(=CC=C3)Cl
D0R7WU , CC(=O)OC1CN2CCC1CC2
D0R7XD , CC1=C(C=CC=C1F)NC(=O)NC2=C(C(=C(C=C2)Cl)S(=O)(=O)C3CCCNC3)O
D0R7YI , CC1=C(C=CC=C1C2=CC=CC(=C2C)COC3=C(C=C(C=C3)CN4CCCCC4C(=O)O)Br)COC5=C(C=C(C=C5)CN6CCCCC6C(=O)O)Br
D0R7YY , COC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)OC
D0R7ZC , CC(CC1=CC=C(C=C1)OC)N
D0R8AZ , CN1C2CCC1CC(C2)OC(=O)N3CC4=CC=CC=C4NC3=O.Cl
D0R8BC , COC1=CC=C(C=C1)OC2=C3C=C(C(=CC3=NC=C2)OC)OC
D0R8CR , CC1C(=O)N(C2=C(N1C3CCOCC3)N=C(C=C2)NC4=CC(=CC=C4)S(=O)(=O)N5CCN(CC5)CC(F)(F)F)C
D0R8DO , C1CN(CCN1C2=CC=CC=C2)C3=NN=C(C4=CC=CC=C43)CC5=CC=CC=C5
D0R8ER , CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
D0R8EU , CC1=C(N=NN1C2=C(N=CC=C2)F)C3=CCN(CC3)C(=O)N(C)C(C)C
D0R8EV , CCC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
D0R8FM , C1=CC(=CC=C1S(=O)(=O)NC=NCCSCC2=CSC(=N2)N=C(N)N)Br
D0R8FS , CC(=O)CCC#CCN(C)C
D0R8GA , C1CC(CC1C2=CC=CC=C2F)NC(=O)NC3=CC=CC4=C3C=NN4
D0R8GK , C1CC1C2=C(C(=NO2)C3=C(C=CC=C3Cl)Cl)COC4=CC(=C(C=C4)C5CC5C6=CC=C(C=C6)C(=O)O)Cl
D0R8GR , COC1=CC=CC2=C1CCC(=O)N2CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
D0R8GW , CN(C)CCC1(CC2=CC=CC=C2C(=O)O1)C3=CC=C(C=C3)Cl
D0R8HY , C1CC1CC2(CCC(CC2)S(=O)(=O)CC3CC3)CNC(=O)C4=C(C=C(C=C4)Cl)Cl
D0R8IE , CC(CC#CC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C
D0R8IQ , C1=CC=C2C(=C1)C=CC(=N2)COC3=CC=CC(=C3)CC(=O)O
D0R8IU , CCCSC1=C(C=CC(=N1)N2CCCC(C2)CC(=O)O)C(=O)NC3CCCCC3
D0R8JK , C1=CC=C(C=C1)NC(=O)CCCCCNS(=O)(=O)N
D0R8JR , CCCCOC1=CC=C(C=C1)NC(=O)ON=C(C)C
D0R8KA , C1CN(CCC1OC2=NC=NC3=C2C=CN3CC4=CC=CC=C4)C5=CC=CC=N5
D0R8LB , CCCCCCCCC=CCCCCCCCC(=O)NCCOP(=O)(O)O
D0R8LN , COC1=CC=CC(=C1)CCC2=CC=C(C=C2)N3C(=O)C4=CC=CC=C4C3=O
D0R8NC , CCCCOC1=CC(=C(C=C1)OCCCNC(C)C)CC=C
D0R8NE , C1=CC=C(C=C1)OCCN2C=CN=C2
D0R8OK , CN1C2=NC=NC(=C2N=C1Br)N
D0R8OW , C1=CC=C(C=C1)C2=C(ON=C2)NS(=O)(=O)C3=CC=CC=C3
D0R8PE , CC(C)(C)C(=O)NCCCC(=O)O
D0R8PL , CCCCCC(=O)OC1=CC=CC2=C1C3=CC=CC4=C3C(C2)N(CC4)CCC
D0R8PX , C1CN2CC3=CC=CC=C3N=C2C1O
D0R8QG , CN1CCC(CC1)COC2=CN=C(N=C2)C3=CC=CC(=C3)CN4C(=O)C=CC(=N4)C5=CC=CC(=C5)C#N
D0R8RK , CC(C)(C(=O)NNC(=O)C1=CC(=C(C=C1)O)O)ON=C(C2=CSC(=N2)N)C(=O)NC3C4N(C3=O)C(=C(CS4)CN5CCN(CC5)C6=C(C=C7C(=C6)N(C=C(C7=O)C(=O)O)C8CC8)F)C(=O)O
D0R8TB , CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCC4)C5=CC=C(C=C5)O
D0R8TG , CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)C(CC1=CN=CN1)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CCC(=O)N)NC(=O)COCC(=O)NC4=CC=C(C=C4)CC(CNCCN)CNCCN
D0R8TH , CCC(C1CCCCN1)C2=CC=C(C=C2)Cl
D0R8TL , C1=CC2=NC(=C(N2C=C1)NC(=O)C3=CC=C(C=C3)Cl)C4=CC=CS4
D0R8TR , C1C(C(C(CN1)O)O)O
D0R8UU , C1CCN(CC1)CCOC2=CC=CC=C2CC3=CC=CC=C3
D0R8VT , CN1C=C(C2=C1C=CC=C2O)CCN(C)C
D0R8XV , CCSC1=CC=C(C=C1)CC(C)NC
D0R8XX , CCCCCCCCCCCC(=O)NCCC1=CNC2=C1C=C(C=C2)O
D0R8YJ , CCN(C)CCC#CC1=CN=CC=C1
