,Unnamed: 0,drug_name,targets,shared_by,shared_by_cid,shared_by_smiles
684,684,D0ZW4W,T58998,D8VJT5,0,zero
685,685,D0ZW4W,T58998,D01LVE,57389999,CC1=NOC2=C1C3=CC=CC=C3C(=NC2CC(=O)N)C4=CC=C(C=C4)Cl
686,686,D0ZW4W,T58998,D04WNN,121412319,CCNS(=O)(=O)C1=CC=CC(=C1)NC2=NC3=C(C=C2)N(C(=O)C(N3C4CCOCC4)C)C
687,687,D0ZW4W,T58998,D0R8CR,86582981,CC1C(=O)N(C2=C(N1C3CCOCC3)N=C(C=C2)NC4=CC(=CC=C4)S(=O)(=O)N5CCN(CC5)CC(F)(F)F)C
688,688,D0ZW4W,T58998,D08IZA,118224715,CC1=C(C(=NO1)C)C2=C(C=C3C(=C2)C=CC(=O)N3CC4=NC=CC=N4)OC
689,689,D0ZW4W,T58998,D0A4RP,118224629,CC1=C(C(=NO1)C)C2=C(C=C3C(=C2)C=C(C(=O)N3CC4=CC=CC=N4)C(C(F)(F)F)O)OC
690,690,D0ZW4W,T58998,D0PK4M,0,zero
691,691,D0ZW4W,T58998,D0TF2N,91824133,CC1=C(C(=NO1)C)C2=CC3=C(C=C2OC)N(CCO3)CC4=CC=C(C=C4)Cl
692,692,D0ZW4W,T58998,D0C1HS,0,zero
693,693,D0ZW4W,T58998,D0OJ1R,0,zero
694,694,D0ZW4W,T58998,D0U5BE,0,zero
695,695,D0ZW4W,T58998,D0SV2S,118076120,CC1CCC2=C(N1C(=O)OC)C=CC(=C2OCCF)C3=CN(N=C3)C4CC4
696,696,D0ZW4W,T58998,D05GPL,87057249,CCOC1=NC2=C(C=C(C=C2N1CC3=CC=CC=C3)C4=C(ON=C4C)C)N
697,697,D0ZW4W,T58998,D05PZG,118076127,CCCOC1=C(C=CC2=C1CCC(N2C(=O)C)C)C3=CN(N=C3)CCO
698,698,D0ZW4W,T58998,D09ENS,137051728,CN1CCC(CC1)NC2=C(C=CC(=C2)OC)C3=NC4=C(C(=CC(=C4)OC)OC)C(=O)N3
699,699,D0ZW4W,T58998,D0B8GA,121375944,CCNC1=NC2=C(N1CC3=CC=CC=C3)C=C(C=C2[N+](=O)[O-])C4=C(ON=C4C)C
700,700,D0ZW4W,T58998,D0BH7X,0,zero
701,701,D0ZW4W,T58998,D0CY3L,0,zero
702,702,D0ZW4W,T58998,D0CY9X,0,zero
703,703,D0ZW4W,T58998,D0E4UV,118467741,CC1(C(=O)NC2=CC(=CC(=C2O1)C3=CN(C(=O)C4=C3C=CN4)C)OC)C
704,704,D0ZW4W,T58998,D0FC0Z,0,zero
705,705,D0ZW4W,T58998,D0FY9K,137051771,CN1CCC(C1)CNC2=C(C=CC(=C2)OC)C3=NC4=C(C(=CC(=C4)OC)OC)C(=O)N3
706,706,D0ZW4W,T58998,D0G5UR,118467707,CN1C=C(C2=C(C1=O)NC=C2)C3=C4C(=CC(=C3)OC)NC(=O)C(O4)C5CCCC5
707,707,D0ZW4W,T58998,D0G8IM,0,zero
708,708,D0ZW4W,T58998,D0I6HB,0,zero
709,709,D0ZW4W,T58998,D0JR5G,0,zero
710,710,D0ZW4W,T58998,D0ON7G,0,zero
711,711,D0ZW4W,T58998,D0P5SF,0,zero
712,712,D0ZW4W,T58998,D0P8PE,0,zero
713,713,D0ZW4W,T58998,D0QA4O,0,zero
714,714,D0ZW4W,T58998,D0SG9F,86566737,CC1=C(C(=NO1)C)C2=CC(=C3C(=C2)N(C=N3)CC4=CC=CC=C4)N
715,715,D0ZW4W,T58998,D0T8DH,0,zero
716,716,D0ZW4W,T58998,D0UU2U,0,zero
717,717,D0ZW4W,T58998,D0W3NX,0,zero
718,718,D0ZW4W,T58998,D0WM3Y,87057166,CC1=C(C(=NO1)C)C2=CC3=C(NC(=O)N3CC4=CC=CC=C4)N=C2
719,719,D0ZW4W,T58998,D0HB3F,118340554,CC1=C(C(=NO1)C)C2=C(C=C3C(=C2)NC4=C3C(=NC(=N4)C)NC5=CC(=NN5C)C6CC6)OC
720,720,D0ZW4W,T58998,D0KG1T,0,zero
721,721,D0ZW4W,T58998,D0R6KH,87055861,CC1C(=O)N(C2=C(N1C3CCN(CC3)C)N=C(C=C2)NC4=CC(=CC=C4)S(=O)(=O)N5CCCC5)C
722,722,D0ZW4W,T58998,D0T9ZO,87055858,CC1C(=O)N(C2=C(N1C3CCOCC3)N=C(C=C2)NC4=CC(=CC=C4)S(=O)(=O)NC5CCN(CC5)C)C
723,723,D02ZQS,T06093,D0J2GG,0,zero
724,724,D02ZQS,T06093,D02RYE,0,zero
725,725,D02ZQS,T06093,D02WRE,0,zero
726,726,D02ZQS,T06093,D0X8UW,0,zero
727,727,D02ZQS,T06093,D0Y8DT,11976582,CC1CN(CCCN1S(=O)(=O)C2=CC=CC3=C2C(=CN=C3)C)C(=O)CN
728,728,D02ZQS,T06093,D03CPB,60138149,C1=CC(=CC(=C1)O)CNC(=O)NC2=NC(=CS2)C3=CC=NC=C3
729,729,D02ZQS,T06093,D0V0KA,24863112,C1CC1NC(C2=CC=CC=C2)C(=O)NC3=C(C=C4C(=C3)C=CNC4=O)Cl
730,730,D02ZQS,T06093,D0N1UU,0,zero
731,731,D02ZQS,T06093,D0R3MO,46864283,CN1CCC(CC1)COC2=C(C=CC(=C2)C3=CNN=C3)NC(=O)C4CC5=C(CN4)C=CC(=C5)OC
732,732,D02ZQS,T06093,D00ZNS,0,zero
733,733,D02ZQS,T06093,D02ZQS,16095342,CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6
734,734,D02ZQS,T06093,D08JXW,0,zero
735,735,D02ZQS,T06093,D0U5UC,11950170,CC(C)NC(=O)COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC5=C(C=C4)NN=C5
736,736,D02ZQS,T06093,D0T0RV,76955629,C1COC(=O)C1SC2=CC=C(C=C2)C(=O)NC3=CC=CC(=C3)C4=C(C=CC(=C4)C(=O)NC5=C(C=NC=C5)F)CN
737,737,D02ZQS,T06093,D0DO1U,73603819,CC1=C(N=C(N=C1NC2=CC3=C(C=C2)NN=C3)C4=CC(=CC=C4)OCC(=O)NC5CCC5)C
738,738,D02ZQS,T06093,D0QC6H,0,zero
739,739,D02ZQS,T06093,D0YV6S,90096055,CC(C)NCCOC1=CC=CC(=C1)C2=NC=CC(=N2)NC3=CC4=C(C=C3)NN=C4
740,740,D02ZQS,T06093,D0QX0O,0,zero
741,741,D02ZQS,T06093,D06RBE,0,zero
742,742,D02ZQS,T06093,D0E9PE,91895903,CCN1C2=C(C=C(C=C2)N=CC(C#N)C(=O)OCC)C3=CC=CC=C31
743,743,D02ZQS,T06093,D0VK6S,118010994,COC1=CC2=C(CN(C2)C3=NC=CC(=N3)NC4=CC=C(C=C4)C5=CNN=C5)C=C1
744,744,D02ZQS,T06093,D0G3DM,122507561,C1=CC(=CC(=C1)NC(=O)C2=CN(N=C2)CCO)C3=NN=C(S3)NC4=CC5=C(C=C4)NN=C5
745,745,D02ZQS,T06093,D0U4LI,129159093,CCNC(=O)C1=CC=CC(=C1)CNC(=O)C2=CC3=C(C=C2)C4=C(C=NC=C4)OC3
746,746,D02ZQS,T06093,D0CW9Q,56596554,C1=CC=C(C=C1)CCNC(=O)NC2=CC3=C(C=C2)NN=C3
747,747,D02ZQS,T06093,D0E1KS,129159126,CCN1CCCC1CNC(=O)C2=CC=CC(=C2)CNC(=O)C3=CC4=C(C=C3)C5=C(C=NC=C5)OC4
748,748,D02ZQS,T06093,D0V6OK,91669217,COC1=CC2=C(CN(C2)C3=NC=CC(=N3)NC4=CC5=C(C=C4)NN=C5)C=C1
749,749,D02ZQS,T51282,D03KKR,3547,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3
750,750,D02ZQS,T51282,D0B9BU,6918454,C1CC1CONC(=O)C2=C(C(=C(C=C2)F)F)NC3=C(C=C(C=C3)I)Cl
751,751,D02ZQS,T51282,D07UBK,46911016,C1=CC=C(C=C1)C(CO)NC(=O)NC2=CC=C(C=C2)C3=CC=NC=C3
752,752,D02ZQS,T51282,D0J2GG,0,zero
753,753,D02ZQS,T51282,D02RYE,0,zero
754,754,D02ZQS,T51282,D02WRE,0,zero
755,755,D02ZQS,T51282,D0X8UW,0,zero
756,756,D02ZQS,T51282,D03CPB,60138149,C1=CC(=CC(=C1)O)CNC(=O)NC2=NC(=CS2)C3=CC=NC=C3
757,757,D02ZQS,T51282,D0V0KA,24863112,C1CC1NC(C2=CC=CC=C2)C(=O)NC3=C(C=C4C(=C3)C=CNC4=O)Cl
758,758,D02ZQS,T51282,D01YWE,25207521,C1=CC(=CC(=C1)O)C(C(=O)N)NC2=C(C(=O)C2=O)NC3=CC=NC=C3
759,759,D02ZQS,T51282,D0R3MO,46864283,CN1CCC(CC1)COC2=C(C=CC(=C2)C3=CNN=C3)NC(=O)C4CC5=C(CN4)C=CC(=C5)OC
760,760,D02ZQS,T51282,D0L1UK,0,zero
761,761,D02ZQS,T51282,D0I1FJ,0,zero
762,762,D02ZQS,T51282,D01WIH,51998,C1=CC(=CC=C1NC2=NC=NC3=C2NC=N3)F
763,763,D02ZQS,T51282,D0TO6S,2396,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54
764,764,D02ZQS,T51282,D0L8HO,0,zero
765,765,D02ZQS,T51282,D0N6ES,0,zero
766,766,D02ZQS,T51282,D0O1YH,0,zero
767,767,D02ZQS,T51282,D0M5FF,0,zero
768,768,D02ZQS,T51282,D0G2VC,454202,CCCCCCOC(=O)C1(CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C7=C53)C1(O2)C)CNC6=O)O
769,769,D02ZQS,T51282,D00ZNS,0,zero
770,770,D02ZQS,T51282,D02ZQS,16095342,CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6
771,771,D02ZQS,T51282,D08JXW,0,zero
772,772,D02ZQS,T51282,D00UET,15604510,C1CNCCC1OC2=CC3=C(C=C2)C(=O)NC=C3
773,773,D02ZQS,T51282,D08ZPO,448043,CC1CNCCCN1S(=O)(=O)C2=CC=CC3=C2C(=CN=C3)C
774,774,D02ZQS,T51282,D04WYX,66599893,CC1=CC(=C(C=C1)C(=O)OCC2=CC=C(C=C2)C(CN)C(=O)NC3=CC4=C(C=C3)C=NC=C4)C
775,775,D02ZQS,T51282,D0DO1U,73603819,CC1=C(N=C(N=C1NC2=CC3=C(C=C2)NN=C3)C4=CC(=CC=C4)OCC(=O)NC5CCC5)C
776,776,D02ZQS,T51282,D0VK6S,118010994,COC1=CC2=C(CN(C2)C3=NC=CC(=N3)NC4=CC=C(C=C4)C5=CNN=C5)C=C1
777,777,D02ZQS,T51282,D0YV6S,90096055,CC(C)NCCOC1=CC=CC(=C1)C2=NC=CC(=N2)NC3=CC4=C(C=C3)NN=C4
778,778,D02ZQS,T51282,D0QX0O,0,zero
779,779,D02ZQS,T51282,D0QC6H,0,zero
780,780,D02ZQS,T51282,D0V6OK,91669217,COC1=CC2=C(CN(C2)C3=NC=CC(=N3)NC4=CC5=C(C=C4)NN=C5)C=C1
781,781,D02ZQS,T51282,D08YGE,118326165,CC(C)(C1=CC(=C(C(=C1)F)C(=O)C2=CC=CC3=C2C=CNC3=O)F)N
782,782,D02ZQS,T51282,D0S0VF,129114209,CC(C1=CC(=C(C(=C1)F)C(=O)C2=CC=CC3=C2C=CN=C3)F)N
783,783,D02ZQS,T51282,D0CW9Q,56596554,C1=CC=C(C=C1)CCNC(=O)NC2=CC3=C(C=C2)NN=C3
784,784,D0U5HU,T86836,D0G2JZ,1464,CCOC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N6CCN(CC6)C
785,785,D0U5HU,T86836,DQ9OL5,126961329,CC(C1=CC(=C(C=C1)[N+](=O)[O-])OC2=CC=CC(=C2)C(=O)N(C)C)OP(=O)(N3CC3)N4CC4
786,786,D0U5HU,T86836,D02CWZ,1549158,C1=CC(=CC=C1NN=C(N)N)N=NC(=S)N
787,787,D0U5HU,T86836,D0AU4H,1132,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O
788,788,D0U5HU,T86836,D07ONX,64689,C(C1C(C(C(C(O1)O)O)O)O)O
789,789,D0U5HU,T86836,D04UPU,547,C1=CC(=C(C=C1CC(=O)O)O)O
790,790,D0U5HU,T86836,D0N6FL,0,zero
791,791,D0U5HU,T86836,D0O9GJ,0,zero
792,792,D0U5HU,T86836,D08ATQ,20628,CN(C)CCCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-]
793,793,D0U5HU,T86836,D0P0WG,0,zero
794,794,D0U5HU,T86836,D04ACC,0,zero
795,795,D0U5HU,T86836,D0K4QL,0,zero
796,796,D0U5HU,T86836,D0R7GL,125301,CC(CO)(CO)NCC1=C2C=CC=CC2=C(C3=CC=CC=C31)OCCO
797,797,D0U5HU,T86836,D0FZ1Z,0,zero
798,798,D0U5HU,T86836,D0J6VN,0,zero
799,799,D0U5HU,T86836,D01GTB,0,zero
800,800,D0U5HU,T86836,D0Y7HW,0,zero
801,801,D0U5HU,T86836,D0NK2U,0,zero
802,802,D0U5HU,T86836,D0R3HX,125377,C1=CN(C(=N1)[N+](=O)[O-])CC(CNCCBr)O.Br
803,803,D0U5HU,T86836,D0S0XS,9909677,CCN(CC)CCNC1=C2C(=C(C=C1)CNC=O)SC3=C(C2=O)C=C(C=C3)OC
804,804,D0U5HU,T86836,D07NGJ,20684516,CC(=O)OC1C(C(OC2=CC(=C3C(=C12)N(C4=CC5=CC=CC=C5C=C4C3=O)C)OC)(C)C)OC(=O)C
805,805,D0U5HU,T86836,D0G6XC,3035776,CCN(CC)CCNC1=C2C(=C(C=C1)CNS(=O)(=O)C)SC3=CC=CC=C3C2=O
806,806,D0U5HU,T86836,D0K8HF,0,zero
807,807,D0U5HU,T86836,D0J0PR,0,zero
808,808,D0U5HU,T86836,D0X5UH,6917987,CC1=CNC2=C1C34CC3CN(C4=CC2=O)C(=O)C5=CC6=C(N5)C=CC(=C6)NC(=O)C7=CC8=CC=CC=C8O7
809,809,D0U5HU,T86836,D06DWQ,6918273,CN(C)CCNC1=C2C3=C(C=C1)N(N=C3C4=C(C2=O)C=CN=C4)CCNCCO.Cl.Cl
810,810,D0U5HU,T86836,D05UIL,16214485,CCC(C)C(C(=O)NCC(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CCCCN)NC(=O)CNC(=O)C3CCCN3C(=O)C4CCCN4C(=O)C(CCC(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)CC)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CO)NC(=O)C(CC7=CNC8=CC=CC=C87)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)CN
811,811,D0U5HU,T86836,D01VPR,3038512,CNCCNC1=C2C3=C(C=C1)N(N=C3C4=C(C2=O)C=CN=C4)CCNCCO
812,812,D0U5HU,T86836,D0H2JQ,9915861,C1=CC2=C(C(=C1)O)NC3=C4C(=C5C(=C23)C(=O)N(C5=O)NC=O)C6=C(N4C7C(C(C(C(O7)CO)O)O)O)C(=CC=C6)O
813,813,D0U5HU,T86836,D0U1IR,0,zero
814,814,D0U5HU,T86836,D0O1MP,0,zero
815,815,D0U5HU,T86836,D0M0VN,0,zero
816,816,D0U5HU,T86836,D05BTR,65924,CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NC3=CN(C(=C3)C(=O)NCCC(=N)N)C)C)NC(=O)C4=CC=C(C=C4)N(CCCl)CCCl
817,817,D0U5HU,T86836,D0WR3D,0,zero
818,818,D0U5HU,T86836,D0RT5T,208900,CN(C(=O)NC1C(C(C(CO1)O)O)O)N=O
819,819,D0U5HU,T86836,D0L5BK,0,zero
820,820,D0U5HU,T86836,D09HJS,60794,CC1=CNC2=C(C=C3C(=C12)C(CN3C(=O)C4=CC5=C(N4)C=CC(=C5)NC(=O)NC6=CC7=C(C=C6)NC(=C7)C(=O)N8CC(C9=C1C(=CNC1=C(C=C98)O)C)CCl)CCl)O
821,821,D0U5HU,T86836,D0D7XM,0,zero
822,822,D0U5HU,T86836,D0E1HF,0,zero
823,823,D0U5HU,T86836,D03DKR,135696,C(CCl)N(CCCl)CC1C(C(C(C(O1)O)O)O)O.Cl
824,824,D0U5HU,T86836,D0K6JQ,0,zero
825,825,D0U5HU,T86836,D0V5JO,129631910,CCCC.CCCC.CCCC.CCCC.CCCC.CCCC.CCCCNC.CCC1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OO)OC)O)O)O)O)O)O)O)O.CCC1=CC=NC2=CC=CC=C12.CCC(=O)NCCCOC.CCC1(CCCOC1=O)O.CC(=O)NC.CC(=O)NCC(=O)N.C1C=CC=CC1=O.O
826,826,D0U5HU,T86836,D02ONT,101498,C1=C(C=NC(=O)N1)F
827,827,D0U5HU,T86836,D09URP,54599345,C1C[N+]2(CC[N+]1(C2)CCCl)CCCl.C(=CC(=O)[O-])C(=O)O
828,828,D0U5HU,T86836,D05ZEW,0,zero
829,829,D0U5HU,T86836,D0X3CD,168566,C1=CN(C(=O)N=C1N)C2C(C(C(S2)CO)O)O
830,830,D0U5HU,T86836,D0SF5Q,0,zero
831,831,D0U5HU,T86836,D0X0OF,0,zero
832,832,D0U5HU,T86836,D00JJW,394347,CC1=C(C(=O)C(=C(C1=O)N2CC2)CO)N3CC3
833,833,D0U5HU,T86836,D0F2JY,11646777,CCCC(CCC)C(=O)NC1=NC(=O)N(C=C1)C2C(C(C(O2)CO)O)(F)F
834,834,D0U5HU,T86836,D0PR6H,0,zero
835,835,D0U5HU,T86836,DE8S2F,0,zero
836,836,D0U5HU,T86836,D0C3MW,0,zero
837,837,D0U5HU,T86836,D01MQP,0,zero
838,838,D0U5HU,T86836,D0P5SC,0,zero
839,839,D0U5HU,T86836,D0AH6V,393111,COC1=C(C=C2C(=C1)C(=O)N3CC(=C)CC3C=N2)OCCCOC4=C(C=C5C(=C4)N=CC6CC(=C)CN6C5=O)OC
840,840,D0U5HU,T86836,D0D6SZ,454194,C1C(OC(O1)CO)N2C=CC(=NC2=O)N
841,841,D0U5HU,T86836,D0N3RK,0,zero
842,842,D0U5HU,T86836,D07WRW,216232,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N6CC6)OS(=O)(=O)C
843,843,D0U5HU,T86836,D0M2QR,0,zero
844,844,D0U5HU,T86836,D00HUZ,56841091,CC(C)(C)CCCCCC(=O)[O-].CC(C)(C)CCCCCC(=O)[O-].C1CCC(C(C1)[NH-])[NH-].[Pt+4]
845,845,D0U5HU,T86836,D0VO6J,115362,CC1C(C(C(C(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)COC(=O)CCCCCC(=O)O)O)F)O)O
846,846,D0U5HU,T86836,D09WND,0,zero
847,847,D0U5HU,T86836,D02ZZU,16126905,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC(=O)OC5=C(C(=NC(=C5Cl)OC)C(Cl)(Cl)Cl)Cl)C)C
848,848,D0U5HU,T86836,D08EUS,6475492,CCNCCCNCC=CCNCCCNCC
849,849,D0U5HU,T86836,D0M7PU,0,zero
850,850,D0U5HU,T86836,D0V0CJ,9828310,CCCCCCCCC=CCCCCCCCC(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)(F)F)O
851,851,D0U5HU,T86836,D05XUY,6918220,CC(=O)O.CC(=O)O.C1CCC(CC1)N.N.Cl[Pt]Cl
852,852,D0U5HU,T86836,D0H1EA,11984561,CN1C(=CN=C1[N+](=O)[O-])COP(=O)(NCCBr)NCCBr
853,853,D0U5HU,T86836,D0NS8T,0,zero
854,854,D0U5HU,T86836,D0X0PQ,0,zero
855,855,D0U5HU,T86836,D0J6PY,0,zero
856,856,D0U5HU,T86836,D0E5DB,3081349,CNC(=O)N(N(CCCl)S(=O)(=O)C)S(=O)(=O)C
857,857,D0U5HU,T86836,D0A1IL,15942827,C1C(O1)C(C(C2CO2)O)O
858,858,D0U5HU,T86836,D09DJO,5480200,CON=C(C1=CC=C(C=C1)C2=CC=C(O2)C3=CC=C(C=C3)C(=NOC)N)N
859,859,D0U5HU,T86836,D0FP0R,5813717,CN1C(=C(C2=C1C(=O)C=C(C2=O)N3CC3)CO)C=CCO
860,860,D0U5HU,T86836,D0L9IA,0,zero
861,861,D0U5HU,T86836,D04ZXP,44475103,C1CC(C1)(C(=O)O)C(=O)O.C1CC(C1)(C(=O)[O-])C(=O)[O-].N.N.[Pt+2]
862,862,D0U5HU,T86836,D01HPY,9935639,CCOC(=O)C(CC1=CC=C(C=C1)F)NC(=O)C(CC2=CC=C(C=C2)N(CCCl)CCCl)N
863,863,D0U5HU,T86836,D0V6OA,57327016,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=C(CCN8)C2=C(N9)C=CC(=C2)OC)OCO7)C)OC(=O)C)C(=C1OC)O
864,864,D0U5HU,T86836,D0JE4D,0,zero
865,865,D0U5HU,T86836,D08IBS,190,C1=NC2=NC=NC(=C2N1)N
866,866,D0U5HU,T86836,D0I8RR,0,zero
867,867,D0U5HU,T86836,D08GYO,4915,CC(C)NC(=O)C1=CC=C(C=C1)CNNC
868,868,D0U5HU,T86836,D03FNJ,4842,C1CN(CCN1C(=O)CCBr)C(=O)CCBr
869,869,D0U5HU,T86836,D02LPF,2123,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
870,870,D0U5HU,T86836,D0J9UN,0,zero
871,871,D0U5HU,T86836,D04JPJ,3950,C1CCC(CC1)NC(=O)N(CCCl)N=O
872,872,D0U5HU,T86836,D0Y0GH,5746,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
873,873,D0U5HU,T86836,D06UVD,5360373,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O
874,874,D0U5HU,T86836,D0Y7ZU,135398738,CN(C)N=NC1=C(NC=N1)C(=O)N
875,875,D0U5HU,T86836,D0P8IV,0,zero
876,876,D0U5HU,T86836,D03SSE,4033,CN(CCCl)CCCl
877,877,D0U5HU,T86836,D0B9EJ,19972,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)OC
878,878,D0U5HU,T86836,D01OXI,2578,C(CCl)NC(=O)N(CCCl)N=O
879,879,D0U5HU,T86836,D0Z4PE,70682998,CC1C(C(C(C(O1)OC2C(C=C3C2=CC#CC4C(O4)(C#C3)C5COC(=O)O5)OC(=O)C6=C(C=CC7=C6C=C(C=C7C)OC)C)NC)O)O
880,880,D0U5HU,T86836,D0T8EH,636397,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)OC6CCCCO6
881,881,D0U5HU,T86836,D0H0SJ,5282473,CC1C(C(C(C(O1)OC2C3CC#CC4C(O4)(C#CC3=CC2OC(=O)C5=C(C=CC6=C5C=C(C=C6C)OC)O)C7COC(=O)O7)NC)O)O
882,882,D0U5HU,T86836,D01XWG,30323,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O
883,883,D0U5HU,T86836,D0E6AF,0,zero
884,884,D0U5HU,T86836,D00FGO,460612,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl
885,885,D0U5HU,T86836,D01CYA,77082,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O.Cl
886,886,D0U5HU,T86836,D02TLO,3690,C1CN(P(=O)(OC1)NCCCl)CCCl
887,887,D0U5HU,T86836,D07SUG,2478,CS(=O)(=O)OCCCCOS(=O)(=O)C
888,888,D0U5HU,T86836,D0C8EU,5394,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
889,889,D0U5HU,T86836,D0CT9C,2907,C1CNP(=O)(OC1)N(CCCl)CCCl
890,890,D0U5HU,T86836,D0U5HU,5702198,N.N.Cl[Pt]Cl
891,891,D0U5HU,T86836,D0X5XU,451668,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O
892,892,D0U5HU,T86836,D0X7HM,426756,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2]
893,893,D0U5HU,T86836,D0Y3ME,9887053,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2]
894,894,D0U5HU,T86836,D0FT9P,72173,CC1C(C(C(C(O1)OC(C(C2=NC(=CS2)C3=NC(=CS3)C(=O)NCCCC(CC(=O)NCCCNCCCCN)N)O)NC(=O)C(C(C)O)NC(=O)CC(C(C)NC(=O)C(C(C4=CN=CN4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)OC(=O)N)O)NC(=O)C7=C(C(=NC(=N7)C(CC(=O)N)NCC(C(=O)N)N)N)C)O)O)O)N
895,895,D0C8EU,T86836,D0G2JZ,1464,CCOC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N6CCN(CC6)C
896,896,D0C8EU,T86836,DQ9OL5,126961329,CC(C1=CC(=C(C=C1)[N+](=O)[O-])OC2=CC=CC(=C2)C(=O)N(C)C)OP(=O)(N3CC3)N4CC4
897,897,D0C8EU,T86836,D02CWZ,1549158,C1=CC(=CC=C1NN=C(N)N)N=NC(=S)N
898,898,D0C8EU,T86836,D0AU4H,1132,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O
899,899,D0C8EU,T86836,D07ONX,64689,C(C1C(C(C(C(O1)O)O)O)O)O
900,900,D0C8EU,T86836,D04UPU,547,C1=CC(=C(C=C1CC(=O)O)O)O
901,901,D0C8EU,T86836,D0N6FL,0,zero
902,902,D0C8EU,T86836,D0O9GJ,0,zero
903,903,D0C8EU,T86836,D08ATQ,20628,CN(C)CCCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-]
904,904,D0C8EU,T86836,D0P0WG,0,zero
905,905,D0C8EU,T86836,D04ACC,0,zero
906,906,D0C8EU,T86836,D0K4QL,0,zero
907,907,D0C8EU,T86836,D0R7GL,125301,CC(CO)(CO)NCC1=C2C=CC=CC2=C(C3=CC=CC=C31)OCCO
908,908,D0C8EU,T86836,D0FZ1Z,0,zero
909,909,D0C8EU,T86836,D0J6VN,0,zero
910,910,D0C8EU,T86836,D01GTB,0,zero
911,911,D0C8EU,T86836,D0Y7HW,0,zero
912,912,D0C8EU,T86836,D0NK2U,0,zero
913,913,D0C8EU,T86836,D0R3HX,125377,C1=CN(C(=N1)[N+](=O)[O-])CC(CNCCBr)O.Br
